payment_id,order_id,payment_method,bank,payment_status,failure_reason,amount,payment_time
433,503,UPI,HDFC,success,,3065,2024-02-02 00:08:00
434,504,UPI,Axis,success,,1126,2024-01-21 00:03:00
435,505,Card,Axis,success,,1513,2024-02-24 00:04:00
436,506,UPI,HDFC,success,,5376,2024-02-10 00:08:00
437,507,Wallet,Axis,success,,3074,2024-02-26 00:03:00
438,508,UPI,SBI,success,,4678,2024-02-27 00:07:00
439,509,Wallet,HDFC,failed,network,5535,2024-02-09 00:05:00
440,510,Card,HDFC,success,,4475,2024-01-27 00:09:00
441,511,Card,ICICI,success,,3146,2024-02-19 00:01:00
442,512,UPI,HDFC,failed,network,5644,2024-02-01 00:04:00
443,513,Wallet,SBI,success,,660,2024-01-01 00:03:00
444,514,UPI,HDFC,success,,4484,2024-02-01 00:09:00
445,515,Card,Axis,success,,3111,2024-01-03 00:07:00
446,516,Wallet,ICICI,success,,2095,2024-02-02 00:05:00
447,517,Wallet,HDFC,success,,5547,2024-01-01 00:01:00
448,519,UPI,HDFC,success,,3772,2024-01-19 00:08:00
449,520,Card,ICICI,success,,5141,2024-01-18 00:01:00
450,521,Card,HDFC,success,,3355,2024-02-01 00:01:00
451,523,UPI,Axis,success,,1808,2024-01-06 00:03:00
452,524,UPI,Axis,success,,3281,2024-01-17 00:01:00
453,525,UPI,HDFC,success,,884,2024-01-12 00:03:00
454,526,Card,ICICI,success,,5566,2024-02-03 00:05:00
455,527,Card,SBI,success,,2960,2024-02-05 00:02:00
456,528,Card,SBI,success,,2529,2024-02-08 00:05:00
457,529,UPI,SBI,success,,5329,2024-01-02 00:06:00
458,531,Wallet,SBI,success,,2015,2024-01-20 00:05:00
459,532,UPI,Axis,success,,5250,2024-02-25 00:08:00
460,533,Card,Axis,success,,3260,2024-02-16 00:06:00
461,534,UPI,SBI,success,,5202,2024-02-08 00:04:00
462,537,UPI,Axis,success,,3605,2024-02-20 00:02:00
463,539,UPI,SBI,success,,4611,2024-01-03 00:08:00
464,541,UPI,ICICI,failed,bank_decline,1523,2024-02-10 00:09:00
465,542,UPI,ICICI,success,,5075,2024-01-12 00:08:00
466,543,UPI,HDFC,success,,531,2024-02-19 00:09:00
467,544,UPI,HDFC,success,,2947,2024-01-03 00:01:00
468,545,UPI,ICICI,success,,5698,2024-01-28 00:05:00
469,546,Wallet,SBI,success,,2248,2024-01-09 00:03:00
470,547,Card,SBI,success,,1039,2024-01-26 00:04:00
471,548,UPI,Axis,success,,5761,2024-01-06 00:05:00
472,549,Wallet,ICICI,success,,3437,2024-01-05 00:01:00
473,550,Card,SBI,success,,5384,2024-01-09 00:02:00
474,552,Card,SBI,failed,timeout,4972,2024-02-15 00:08:00
475,554,Wallet,ICICI,failed,insufficient_funds,5778,2024-01-28 00:06:00
476,555,Card,SBI,success,,521,2024-01-26 00:09:00
477,556,Card,SBI,success,,4620,2024-02-26 00:02:00
478,557,UPI,Axis,success,,2081,2024-02-28 00:06:00
479,558,UPI,Axis,success,,1565,2024-02-23 00:09:00
480,559,Card,HDFC,success,,3092,2024-02-04 00:01:00
481,560,UPI,Axis,success,,3054,2024-01-01 00:08:00
482,561,UPI,HDFC,success,,845,2024-01-04 00:04:00
483,562,Card,SBI,success,,2473,2024-02-28 00:05:00
484,563,Wallet,ICICI,success,,5410,2024-01-13 00:05:00
485,564,Wallet,HDFC,success,,966,2024-02-09 00:04:00
486,565,UPI,SBI,failed,timeout,3045,2024-02-22 00:03:00
487,566,Wallet,SBI,success,,3883,2024-01-21 00:03:00
488,567,UPI,HDFC,success,,652,2024-01-18 00:05:00
489,568,Card,ICICI,success,,4797,2024-01-20 00:01:00
490,569,UPI,Axis,success,,5155,2024-01-04 00:04:00
491,570,Card,HDFC,success,,4390,2024-02-01 00:09:00
492,571,Card,ICICI,success,,4702,2024-01-27 00:02:00
493,572,UPI,ICICI,failed,network,3011,2024-01-25 00:01:00
494,573,UPI,Axis,failed,insufficient_funds,3458,2024-01-07 00:09:00
495,574,UPI,Axis,success,,2916,2024-02-14 00:07:00
496,575,Card,ICICI,success,,5537,2024-01-30 00:05:00
497,576,Wallet,SBI,success,,2100,2024-01-23 00:08:00
498,578,Card,HDFC,failed,network,1319,2024-02-26 00:08:00
499,579,Card,ICICI,success,,5614,2024-02-26 00:05:00
500,580,UPI,Axis,success,,646,2024-01-21 00:02:00
501,581,Card,SBI,success,,3486,2024-02-02 00:03:00
502,582,Card,HDFC,failed,insufficient_funds,5113,2024-01-18 00:02:00
503,583,UPI,HDFC,success,,3942,2024-01-27 00:06:00
504,584,UPI,ICICI,success,,5047,2024-01-14 00:02:00
505,585,Card,HDFC,success,,2173,2024-02-09 00:03:00
506,586,UPI,ICICI,success,,5227,2024-02-23 00:04:00
507,587,UPI,SBI,failed,timeout,670,2024-01-31 00:02:00
508,588,UPI,Axis,failed,timeout,5162,2024-02-11 00:01:00
509,589,Card,Axis,success,,880,2024-01-08 00:07:00
510,590,Card,Axis,success,,3178,2024-01-03 00:01:00
511,591,UPI,HDFC,success,,3817,2024-02-04 00:07:00
512,592,UPI,HDFC,success,,1243,2024-02-07 00:05:00
513,593,UPI,Axis,success,,2172,2024-01-11 00:02:00
514,595,Card,Axis,success,,1190,2024-02-21 00:09:00
515,596,Card,Axis,success,,1220,2024-02-17 00:06:00
516,598,UPI,HDFC,failed,network,1380,2024-02-21 00:07:00
517,599,UPI,Axis,success,,1057,2024-02-03 00:09:00
518,600,UPI,HDFC,success,,5697,2024-01-23 00:08:00
519,601,UPI,ICICI,success,,4025,2024-01-05 00:08:00
520,602,Card,HDFC,success,,3106,2024-01-30 00:03:00
521,603,UPI,HDFC,failed,bank_decline,5039,2024-02-06 00:08:00
522,604,Card,SBI,failed,insufficient_funds,1068,2024-01-16 00:04:00
523,605,Card,HDFC,success,,2610,2024-01-14 00:07:00
524,606,Card,ICICI,success,,5905,2024-01-07 00:06:00
525,607,Wallet,ICICI,success,,5069,2024-02-22 00:01:00
526,608,Wallet,HDFC,success,,4600,2024-02-02 00:04:00
527,609,UPI,ICICI,success,,4485,2024-01-02 00:09:00
528,611,Card,HDFC,success,,5022,2024-01-05 00:09:00
529,613,Card,ICICI,failed,network,1393,2024-02-14 00:07:00
530,614,UPI,Axis,success,,2527,2024-02-08 00:03:00
531,615,UPI,Axis,failed,insufficient_funds,2291,2024-02-29 00:03:00
532,616,UPI,SBI,success,,2598,2024-01-15 00:08:00
533,617,Wallet,SBI,failed,insufficient_funds,1919,2024-02-29 00:09:00
534,618,UPI,HDFC,success,,2920,2024-02-11 00:03:00
535,620,UPI,SBI,failed,insufficient_funds,1478,2024-01-24 00:08:00
536,623,Card,ICICI,success,,3908,2024-01-21 00:06:00
537,625,Card,ICICI,success,,679,2024-01-22 00:05:00
538,626,Card,HDFC,success,,1930,2024-01-19 00:07:00
539,627,UPI,Axis,failed,timeout,3124,2024-02-29 00:02:00
540,628,UPI,HDFC,success,,3778,2024-01-13 00:01:00
541,629,Card,SBI,success,,3460,2024-02-07 00:02:00
542,630,Card,Axis,failed,network,1943,2024-02-26 00:02:00
543,631,UPI,Axis,success,,1329,2024-02-02 00:04:00
544,632,UPI,ICICI,success,,3246,2024-02-02 00:02:00
545,633,UPI,ICICI,success,,5603,2024-02-25 00:04:00
546,634,Card,Axis,failed,network,5800,2024-01-12 00:04:00
547,635,UPI,ICICI,failed,timeout,4064,2024-02-15 00:01:00
548,636,Wallet,SBI,success,,2302,2024-01-23 00:09:00
549,637,Card,Axis,success,,5214,2024-02-28 00:03:00
550,638,UPI,SBI,failed,network,3171,2024-01-29 00:04:00
551,639,Wallet,ICICI,success,,2685,2024-01-29 00:03:00
552,640,Card,HDFC,success,,4599,2024-02-12 00:01:00
553,641,Wallet,SBI,success,,3462,2024-02-29 00:07:00
554,643,UPI,Axis,success,,4959,2024-01-24 00:08:00
555,644,Wallet,HDFC,success,,5169,2024-01-05 00:01:00
556,645,UPI,Axis,success,,3778,2024-02-26 00:09:00
557,646,Card,SBI,success,,3487,2024-02-04 00:09:00
558,647,UPI,Axis,success,,2035,2024-02-14 00:01:00
559,648,Card,SBI,success,,4372,2024-01-05 00:08:00
560,649,UPI,Axis,failed,insufficient_funds,2973,2024-01-13 00:04:00
561,650,Card,ICICI,failed,bank_decline,5865,2024-02-01 00:03:00
562,651,UPI,Axis,success,,1894,2024-02-24 00:07:00
563,652,UPI,ICICI,success,,2690,2024-02-11 00:02:00
564,653,Card,SBI,success,,2499,2024-01-27 00:03:00
565,654,UPI,SBI,success,,5647,2024-01-24 00:09:00
566,655,UPI,ICICI,success,,3687,2024-01-03 00:05:00
567,656,UPI,ICICI,success,,1251,2024-01-01 00:06:00
568,657,Wallet,HDFC,success,,3229,2024-02-29 00:03:00
569,658,Card,HDFC,success,,4610,2024-01-29 00:03:00
570,659,UPI,HDFC,success,,1997,2024-02-14 00:08:00
571,662,UPI,Axis,failed,timeout,897,2024-02-12 00:03:00
572,663,UPI,ICICI,success,,4837,2024-01-21 00:04:00
573,664,Card,Axis,success,,4726,2024-02-28 00:07:00
574,665,Card,ICICI,success,,2678,2024-01-12 00:09:00
575,666,Card,HDFC,success,,4170,2024-01-28 00:03:00
576,667,UPI,ICICI,success,,4280,2024-01-11 00:06:00
577,669,UPI,HDFC,success,,2735,2024-02-07 00:03:00
578,670,UPI,HDFC,failed,insufficient_funds,921,2024-02-04 00:03:00
579,671,Card,HDFC,success,,3696,2024-02-17 00:06:00
580,672,UPI,SBI,success,,2165,2024-02-14 00:01:00
581,673,Card,HDFC,success,,2662,2024-01-16 00:01:00
582,674,UPI,SBI,success,,5058,2024-02-06 00:04:00
583,676,UPI,HDFC,success,,1999,2024-02-01 00:03:00
584,677,Card,SBI,success,,1217,2024-02-27 00:07:00
585,678,Wallet,HDFC,success,,4351,2024-02-28 00:07:00
586,679,UPI,ICICI,failed,network,3601,2024-01-16 00:04:00
587,680,UPI,SBI,failed,bank_decline,2518,2024-02-02 00:07:00
588,681,Card,Axis,success,,1403,2024-02-09 00:04:00
589,682,Card,Axis,failed,bank_decline,3155,2024-02-26 00:08:00
590,683,Card,Axis,success,,1265,2024-01-20 00:04:00
591,684,Card,HDFC,success,,2311,2024-02-06 00:02:00
592,685,UPI,Axis,success,,2790,2024-02-08 00:04:00
593,686,Card,ICICI,success,,4674,2024-02-01 00:03:00
594,687,Wallet,Axis,success,,690,2024-01-10 00:05:00
595,688,UPI,ICICI,success,,5441,2024-01-16 00:04:00
596,689,UPI,Axis,success,,4237,2024-01-05 00:06:00
597,690,UPI,Axis,success,,4492,2024-01-20 00:03:00
598,691,UPI,HDFC,success,,1324,2024-02-25 00:03:00
599,692,Card,ICICI,success,,5423,2024-01-27 00:04:00
600,693,Card,ICICI,success,,2055,2024-02-12 00:03:00
601,694,UPI,Axis,success,,4710,2024-02-29 00:03:00
602,695,Card,Axis,success,,3853,2024-02-23 00:04:00
603,696,UPI,Axis,success,,3027,2024-02-19 00:08:00
604,697,Wallet,ICICI,success,,4362,2024-02-28 00:07:00
605,698,UPI,HDFC,success,,3507,2024-01-20 00:01:00
606,699,Card,SBI,success,,1233,2024-01-13 00:04:00
607,700,Card,HDFC,success,,5489,2024-01-19 00:06:00
608,701,Card,HDFC,success,,3097,2024-02-13 00:07:00
609,702,UPI,Axis,failed,network,1708,2024-02-19 00:09:00
610,703,Card,SBI,success,,2065,2024-01-15 00:01:00
611,704,UPI,HDFC,success,,4326,2024-02-07 00:01:00
612,705,UPI,Axis,success,,3446,2024-01-27 00:02:00
613,706,UPI,SBI,success,,1259,2024-02-11 00:04:00
614,708,UPI,ICICI,failed,bank_decline,4535,2024-01-10 00:02:00
615,709,Card,Axis,success,,5594,2024-02-05 00:07:00
616,710,UPI,ICICI,success,,5973,2024-02-09 00:08:00
617,711,Card,Axis,success,,3680,2024-01-05 00:01:00
618,712,UPI,HDFC,success,,3262,2024-02-20 00:08:00
619,713,UPI,HDFC,success,,3011,2024-02-19 00:09:00
620,714,Card,Axis,success,,2451,2024-02-17 00:09:00
621,715,UPI,ICICI,success,,4290,2024-01-27 00:02:00
622,716,Card,SBI,success,,3914,2024-02-28 00:03:00
623,717,UPI,Axis,success,,1888,2024-02-23 00:09:00
624,718,UPI,Axis,failed,timeout,4243,2024-01-28 00:08:00
625,719,Card,ICICI,success,,641,2024-01-04 00:04:00
626,721,Card,HDFC,success,,5305,2024-01-08 00:05:00
627,722,Card,ICICI,success,,5151,2024-01-15 00:04:00
628,723,Card,Axis,failed,insufficient_funds,538,2024-02-10 00:05:00
629,724,Wallet,ICICI,success,,5022,2024-01-29 00:01:00
630,725,UPI,SBI,success,,4114,2024-02-08 00:02:00
631,726,UPI,ICICI,success,,563,2024-01-09 00:02:00
632,727,UPI,SBI,success,,5704,2024-01-20 00:05:00
633,728,UPI,Axis,success,,1781,2024-01-01 00:02:00
634,729,UPI,Axis,success,,798,2024-01-07 00:01:00
635,730,UPI,Axis,success,,4339,2024-02-03 00:05:00
636,731,UPI,ICICI,success,,5447,2024-02-16 00:02:00
637,732,Card,Axis,success,,3059,2024-01-10 00:02:00
638,733,Card,SBI,failed,insufficient_funds,4039,2024-02-28 00:01:00
639,735,Wallet,SBI,failed,insufficient_funds,1746,2024-02-17 00:03:00
640,736,UPI,ICICI,success,,1418,2024-01-06 00:02:00
641,738,Card,ICICI,success,,1246,2024-01-12 00:07:00
642,739,Card,ICICI,failed,network,3816,2024-02-09 00:08:00
643,740,Card,SBI,success,,4817,2024-02-10 00:09:00
644,741,Wallet,HDFC,success,,828,2024-02-08 00:08:00
645,742,UPI,HDFC,success,,5277,2024-01-14 00:06:00
646,743,Card,SBI,success,,744,2024-01-11 00:08:00
647,744,UPI,SBI,success,,4511,2024-01-12 00:01:00
648,745,Wallet,Axis,failed,timeout,2331,2024-01-19 00:09:00
649,746,Wallet,SBI,success,,4594,2024-02-11 00:08:00
650,747,UPI,ICICI,success,,4671,2024-01-28 00:03:00
651,748,UPI,ICICI,success,,590,2024-02-22 00:02:00
652,749,UPI,ICICI,success,,801,2024-01-19 00:09:00
653,750,Card,HDFC,success,,1037,2024-01-29 00:03:00
654,751,Wallet,ICICI,success,,606,2024-02-14 00:06:00
655,752,Wallet,Axis,failed,network,4353,2024-02-04 00:02:00
656,753,UPI,Axis,success,,1729,2024-01-23 00:05:00
657,754,UPI,HDFC,success,,894,2024-02-29 00:06:00
658,755,Card,ICICI,success,,4265,2024-01-16 00:09:00
659,756,Wallet,HDFC,success,,3579,2024-02-23 00:04:00
660,757,UPI,SBI,failed,insufficient_funds,1178,2024-02-06 00:09:00
661,758,UPI,SBI,success,,4788,2024-02-29 00:07:00
662,759,UPI,SBI,success,,3222,2024-01-21 00:09:00
663,760,UPI,Axis,success,,5096,2024-02-28 00:03:00
664,761,UPI,Axis,failed,insufficient_funds,505,2024-02-09 00:09:00
665,762,UPI,HDFC,success,,2274,2024-01-01 00:07:00
666,763,UPI,HDFC,success,,1478,2024-02-15 00:07:00
667,764,Card,ICICI,success,,4690,2024-02-21 00:06:00
668,766,Card,Axis,success,,2539,2024-01-25 00:02:00
669,767,Card,Axis,success,,2442,2024-01-16 00:07:00
670,768,UPI,HDFC,success,,1024,2024-02-02 00:08:00
671,769,UPI,HDFC,success,,1457,2024-01-25 00:01:00
672,770,Card,Axis,success,,2671,2024-01-22 00:08:00
673,771,Wallet,ICICI,success,,763,2024-01-03 00:08:00
674,772,Card,Axis,success,,2924,2024-01-03 00:05:00
675,773,UPI,HDFC,success,,4401,2024-01-11 00:04:00
676,774,UPI,HDFC,success,,5711,2024-02-12 00:02:00
677,775,Wallet,Axis,success,,3918,2024-02-21 00:03:00
678,777,Card,Axis,success,,5913,2024-02-13 00:03:00
679,778,UPI,Axis,success,,2097,2024-01-25 00:06:00
680,779,UPI,SBI,success,,5808,2024-02-07 00:06:00
681,780,UPI,ICICI,success,,3873,2024-02-22 00:09:00
682,781,UPI,SBI,success,,4108,2024-01-16 00:08:00
683,782,Card,HDFC,failed,network,4084,2024-02-01 00:09:00
684,783,Wallet,ICICI,success,,3006,2024-01-29 00:01:00
685,784,UPI,Axis,success,,3021,2024-01-06 00:01:00
686,786,UPI,ICICI,success,,5780,2024-01-09 00:04:00
687,787,Card,Axis,success,,5462,2024-01-10 00:05:00
688,788,Card,SBI,success,,1505,2024-02-24 00:07:00
689,789,UPI,SBI,success,,2958,2024-01-14 00:03:00
690,790,Card,SBI,success,,4007,2024-02-16 00:01:00
691,791,Wallet,ICICI,success,,1223,2024-02-08 00:08:00
692,792,UPI,ICICI,success,,1791,2024-01-20 00:05:00
693,794,Card,Axis,success,,3992,2024-01-07 00:05:00
694,795,Card,ICICI,success,,4601,2024-02-09 00:06:00
695,796,UPI,ICICI,success,,5575,2024-02-23 00:09:00
696,797,UPI,HDFC,failed,network,5834,2024-02-25 00:02:00
697,798,Card,Axis,success,,962,2024-01-14 00:04:00
698,799,Card,SBI,failed,network,4978,2024-02-26 00:04:00
699,800,UPI,ICICI,success,,3919,2024-01-15 00:07:00
700,801,Card,HDFC,success,,3349,2024-01-17 00:06:00
701,802,Card,SBI,success,,5113,2024-01-20 00:06:00
702,803,Card,ICICI,success,,4783,2024-01-16 00:01:00
703,804,Card,HDFC,failed,timeout,3748,2024-02-10 00:09:00
704,805,Card,ICICI,failed,insufficient_funds,2309,2024-01-21 00:07:00
705,806,Wallet,HDFC,success,,4722,2024-01-11 00:03:00
706,807,Card,Axis,success,,3713,2024-01-04 00:04:00
707,808,Card,SBI,success,,3463,2024-01-25 00:01:00
708,809,Card,HDFC,success,,1949,2024-01-02 00:02:00
709,810,UPI,SBI,success,,3296,2024-01-02 00:06:00
710,811,Wallet,HDFC,success,,2916,2024-01-27 00:07:00
711,812,UPI,HDFC,success,,3508,2024-01-31 00:05:00
712,813,UPI,ICICI,success,,4170,2024-02-16 00:02:00
713,814,UPI,HDFC,success,,2353,2024-01-08 00:07:00
714,815,Wallet,ICICI,success,,4141,2024-02-17 00:07:00
715,816,UPI,SBI,success,,5339,2024-01-08 00:03:00
716,817,Card,HDFC,success,,4512,2024-01-05 00:01:00
717,818,Card,Axis,success,,5018,2024-01-22 00:01:00
718,819,Card,Axis,success,,1414,2024-02-12 00:08:00
719,820,Card,ICICI,success,,1403,2024-01-05 00:07:00
720,821,UPI,ICICI,success,,2800,2024-02-09 00:04:00
721,822,Wallet,SBI,success,,3211,2024-02-17 00:04:00
722,823,Card,HDFC,success,,5480,2024-01-06 00:01:00
723,824,Wallet,HDFC,failed,network,4319,2024-02-07 00:01:00
724,825,UPI,ICICI,failed,network,4843,2024-01-07 00:01:00
725,826,UPI,ICICI,failed,timeout,4611,2024-01-18 00:08:00
726,827,UPI,HDFC,failed,insufficient_funds,1920,2024-01-25 00:02:00
727,828,Card,SBI,success,,5733,2024-01-03 00:07:00
728,829,UPI,ICICI,failed,timeout,1516,2024-01-25 00:07:00
729,830,UPI,HDFC,success,,5009,2024-02-27 00:07:00
730,831,UPI,HDFC,success,,1664,2024-01-21 00:05:00
731,832,Card,ICICI,failed,bank_decline,2248,2024-01-31 00:06:00
732,833,Card,Axis,success,,838,2024-02-15 00:08:00
733,834,Card,Axis,success,,2702,2024-02-18 00:04:00
734,835,UPI,Axis,failed,bank_decline,5017,2024-02-11 00:03:00
735,836,Wallet,HDFC,failed,insufficient_funds,991,2024-01-16 00:02:00
736,837,Wallet,SBI,success,,537,2024-02-21 00:04:00
737,838,UPI,ICICI,success,,3750,2024-01-22 00:01:00
738,839,Card,SBI,success,,3722,2024-02-20 00:04:00
739,840,Card,SBI,success,,5251,2024-01-29 00:04:00
740,841,UPI,SBI,success,,5665,2024-01-12 00:09:00
741,842,Card,SBI,failed,timeout,3058,2024-02-23 00:09:00
742,843,Card,SBI,success,,1439,2024-02-15 00:06:00
743,844,Card,Axis,success,,3267,2024-02-12 00:03:00
744,845,UPI,ICICI,failed,insufficient_funds,1923,2024-01-01 00:09:00
745,846,Card,Axis,success,,2957,2024-01-26 00:06:00
746,847,UPI,Axis,failed,bank_decline,4828,2024-01-10 00:09:00
747,849,Wallet,Axis,success,,3419,2024-01-25 00:09:00
748,851,Wallet,HDFC,success,,3768,2024-01-04 00:04:00
749,852,Card,ICICI,success,,4236,2024-01-18 00:03:00
750,853,UPI,Axis,success,,1886,2024-02-29 00:01:00
751,854,UPI,HDFC,failed,timeout,1362,2024-02-12 00:05:00
752,855,UPI,HDFC,success,,2538,2024-01-08 00:04:00
753,856,Card,HDFC,success,,2757,2024-01-07 00:03:00
754,857,UPI,SBI,success,,4570,2024-01-17 00:08:00
755,858,Card,SBI,success,,3507,2024-01-06 00:07:00
756,859,UPI,Axis,success,,3043,2024-02-11 00:02:00
757,860,UPI,Axis,success,,1428,2024-02-13 00:09:00
758,861,UPI,HDFC,success,,5600,2024-01-21 00:08:00
759,862,Card,HDFC,success,,2678,2024-01-02 00:04:00
760,863,Wallet,Axis,success,,935,2024-01-13 00:04:00
761,864,Card,HDFC,success,,3405,2024-02-01 00:07:00
762,865,Card,Axis,success,,5455,2024-01-13 00:07:00
763,866,Card,Axis,failed,timeout,2712,2024-01-29 00:04:00
764,867,Card,HDFC,success,,2618,2024-01-05 00:01:00
765,868,Card,SBI,success,,1807,2024-02-23 00:06:00
766,869,UPI,ICICI,success,,5651,2024-01-26 00:06:00
767,870,Card,ICICI,success,,668,2024-02-07 00:03:00
768,871,UPI,Axis,success,,919,2024-02-01 00:05:00
769,872,Card,SBI,failed,timeout,4681,2024-02-17 00:08:00
770,873,Wallet,ICICI,failed,timeout,4476,2024-01-18 00:04:00
771,874,Card,SBI,success,,5124,2024-01-17 00:09:00
772,876,UPI,SBI,success,,638,2024-01-15 00:05:00
773,877,Card,HDFC,success,,800,2024-02-29 00:05:00
774,878,Wallet,HDFC,success,,3404,2024-01-15 00:07:00
775,880,Wallet,HDFC,success,,3022,2024-01-04 00:01:00
776,881,Wallet,Axis,success,,4205,2024-01-09 00:06:00
777,883,Card,SBI,failed,timeout,5880,2024-02-15 00:02:00
778,884,Wallet,ICICI,success,,606,2024-02-02 00:03:00
779,885,UPI,SBI,success,,4203,2024-02-28 00:08:00
780,886,UPI,ICICI,success,,5952,2024-01-10 00:04:00
781,887,UPI,SBI,success,,4334,2024-02-16 00:07:00
782,888,UPI,HDFC,success,,2361,2024-02-12 00:05:00
783,889,UPI,Axis,success,,541,2024-01-01 00:02:00
784,890,Card,SBI,success,,630,2024-02-09 00:01:00
785,891,Card,Axis,success,,3668,2024-02-22 00:05:00
786,892,UPI,SBI,failed,timeout,1333,2024-01-09 00:04:00
787,893,UPI,SBI,failed,insufficient_funds,5904,2024-01-22 00:06:00
788,894,Card,ICICI,success,,5498,2024-01-26 00:03:00
789,895,UPI,Axis,success,,2143,2024-02-04 00:02:00
790,897,Wallet,ICICI,success,,1288,2024-01-10 00:03:00
791,898,Card,Axis,success,,1740,2024-02-07 00:04:00
792,899,Card,Axis,success,,4988,2024-02-28 00:06:00
793,900,UPI,HDFC,success,,2859,2024-01-19 00:09:00
794,901,UPI,Axis,failed,network,5112,2024-01-04 00:02:00
795,902,UPI,SBI,success,,4048,2024-01-19 00:06:00
796,905,UPI,Axis,success,,1799,2024-01-27 00:09:00
797,908,UPI,Axis,failed,timeout,1770,2024-02-26 00:02:00
798,909,Wallet,HDFC,success,,5830,2024-01-21 00:01:00
799,910,UPI,SBI,success,,3668,2024-02-23 00:08:00
800,911,UPI,Axis,success,,1147,2024-01-05 00:04:00
801,912,Card,HDFC,success,,3729,2024-01-19 00:02:00
802,913,UPI,HDFC,failed,bank_decline,3823,2024-02-20 00:08:00
803,915,UPI,ICICI,failed,bank_decline,4980,2024-02-22 00:05:00
804,916,UPI,ICICI,failed,insufficient_funds,1990,2024-01-07 00:08:00
805,917,Card,Axis,success,,1514,2024-01-14 00:04:00
806,918,Card,SBI,success,,3333,2024-01-09 00:04:00
807,919,UPI,ICICI,success,,4906,2024-02-06 00:05:00
808,920,Card,Axis,success,,3140,2024-02-19 00:01:00
809,921,UPI,SBI,success,,605,2024-01-09 00:03:00
810,922,Card,Axis,success,,3090,2024-01-05 00:08:00
811,923,Card,SBI,success,,2611,2024-02-23 00:04:00
812,924,UPI,Axis,success,,5895,2024-02-17 00:01:00
813,925,Card,Axis,success,,2832,2024-01-09 00:06:00
814,926,Card,Axis,success,,4510,2024-02-21 00:06:00
815,927,UPI,ICICI,success,,4552,2024-02-12 00:02:00
816,928,UPI,Axis,success,,2730,2024-01-30 00:08:00
817,930,Wallet,Axis,failed,network,3092,2024-02-29 00:04:00
818,931,UPI,Axis,failed,bank_decline,3205,2024-01-03 00:08:00
819,932,UPI,Axis,failed,bank_decline,3492,2024-02-21 00:08:00
820,933,Card,SBI,success,,4776,2024-01-24 00:03:00
821,936,UPI,SBI,success,,5082,2024-02-24 00:05:00
822,937,Card,SBI,success,,5486,2024-01-11 00:08:00
823,939,Card,ICICI,success,,4144,2024-01-18 00:01:00
824,940,UPI,ICICI,failed,bank_decline,3452,2024-02-20 00:04:00
825,941,UPI,ICICI,success,,3213,2024-01-17 00:03:00
826,942,UPI,ICICI,success,,5604,2024-01-25 00:06:00
827,943,UPI,ICICI,success,,3092,2024-02-10 00:08:00
828,945,Wallet,ICICI,success,,2374,2024-01-21 00:09:00
829,946,Card,HDFC,success,,1022,2024-01-11 00:07:00
830,947,Card,Axis,success,,3553,2024-02-16 00:03:00
831,948,Wallet,SBI,success,,5727,2024-01-27 00:05:00
832,949,UPI,ICICI,success,,5211,2024-01-04 00:05:00
833,950,Card,SBI,success,,4913,2024-02-20 00:01:00
834,951,Card,HDFC,success,,2189,2024-02-10 00:02:00
835,952,Card,HDFC,success,,1642,2024-02-03 00:07:00
836,953,UPI,Axis,success,,2548,2024-02-09 00:04:00
837,954,UPI,HDFC,failed,network,1241,2024-01-07 00:03:00
838,955,Card,ICICI,success,,5375,2024-01-18 00:04:00
839,956,Card,ICICI,success,,812,2024-02-29 00:07:00
840,957,UPI,Axis,failed,network,3644,2024-01-19 00:04:00
841,958,UPI,HDFC,failed,bank_decline,1106,2024-01-18 00:09:00
842,959,UPI,Axis,success,,4742,2024-01-15 00:07:00
843,960,UPI,SBI,success,,2131,2024-01-11 00:02:00
844,961,Card,ICICI,success,,4882,2024-01-12 00:04:00
845,962,Card,HDFC,failed,bank_decline,521,2024-02-04 00:04:00
846,963,UPI,SBI,success,,3527,2024-02-05 00:03:00
847,964,Wallet,ICICI,success,,4716,2024-02-22 00:01:00
848,965,UPI,HDFC,success,,5695,2024-02-19 00:09:00
849,966,Wallet,HDFC,success,,5702,2024-01-12 00:05:00
850,967,Card,SBI,success,,2904,2024-01-16 00:09:00
851,968,Card,HDFC,success,,3125,2024-02-29 00:08:00
852,969,UPI,HDFC,success,,3831,2024-01-28 00:07:00
853,970,Wallet,SBI,success,,5265,2024-02-13 00:01:00
854,971,Wallet,HDFC,failed,timeout,1453,2024-02-08 00:04:00
855,972,UPI,ICICI,success,,4521,2024-02-13 00:04:00
856,973,Card,HDFC,success,,4408,2024-02-05 00:04:00
857,975,UPI,SBI,success,,4159,2024-01-30 00:08:00
858,976,Card,ICICI,success,,2652,2024-01-16 00:06:00
859,978,Card,Axis,success,,4591,2024-02-18 00:01:00
860,980,Wallet,ICICI,success,,694,2024-01-09 00:04:00
861,981,UPI,SBI,success,,4554,2024-02-15 00:07:00
862,982,Card,ICICI,success,,2138,2024-01-05 00:09:00
863,983,UPI,ICICI,success,,715,2024-01-31 00:02:00
864,984,UPI,Axis,failed,network,2516,2024-01-18 00:02:00
865,985,UPI,SBI,success,,3281,2024-02-13 00:05:00
866,986,Card,Axis,failed,bank_decline,1175,2024-01-22 00:05:00
867,988,Wallet,SBI,success,,3641,2024-01-02 00:07:00
