cart_id,user_id,product_id,quantity,cart_value,added_at
1518,1686,495,2,998,2024-01-23
1519,975,191,1,2499,2024-02-19
1520,73,488,2,4998,2024-01-01
1521,1553,447,2,7998,2024-01-05
1522,97,146,2,2998,2024-02-13
1523,1282,110,2,4998,2024-02-27
1524,263,261,1,3999,2024-02-26
1525,1015,150,2,2998,2024-02-06
1526,223,104,1,999,2024-01-01
1527,1550,403,1,999,2024-01-18
1528,485,386,2,1998,2024-02-21
1529,260,490,2,4998,2024-01-05
1530,1709,454,1,1499,2024-01-18
1531,191,184,2,2998,2024-02-04
1532,266,395,2,1998,2024-02-23
1533,557,497,2,998,2024-02-23
1534,982,365,1,1499,2024-02-01
1535,216,437,1,1499,2024-01-26
1536,1324,329,2,7998,2024-02-02
1537,1719,404,1,999,2024-02-11
1538,146,244,1,499,2024-01-24
1539,523,475,1,3999,2024-01-27
1540,754,313,2,998,2024-02-23
1541,1206,307,1,499,2024-01-19
1542,1516,410,1,499,2024-01-18
1543,1153,389,1,2499,2024-01-15
1544,565,335,1,1499,2024-01-27
1545,1888,132,1,1499,2024-02-26
1546,1744,232,1,3999,2024-01-11
1547,718,203,2,998,2024-01-24
1548,1057,141,1,499,2024-01-03
1549,391,230,1,1499,2024-02-08
1550,83,290,2,998,2024-01-07
1551,1049,368,1,499,2024-01-12
1552,453,343,2,998,2024-02-02
1553,1457,491,2,1998,2024-01-22
1554,1098,160,1,999,2024-02-04
1555,1668,257,2,1998,2024-01-14
1556,1688,405,2,7998,2024-01-26
1557,430,168,1,499,2024-01-19
1558,1527,393,1,999,2024-01-21
1559,1990,194,1,999,2024-02-23
1560,1913,347,2,4998,2024-02-10
1561,1532,357,2,7998,2024-02-14
1562,1420,156,2,1998,2024-01-31
1563,702,362,2,1998,2024-01-05
1564,852,307,2,1998,2024-02-04
1565,218,493,2,4998,2024-01-17
1566,460,128,2,4998,2024-02-29
1567,1342,321,2,7998,2024-02-01
1568,1761,261,2,998,2024-02-20
1569,1342,197,1,499,2024-01-04
1570,1612,272,2,7998,2024-01-10
1571,1466,226,1,499,2024-01-30
1572,166,199,1,1499,2024-02-24
1573,1476,170,1,499,2024-02-06
1574,145,285,1,2499,2024-02-20
1575,522,433,2,4998,2024-01-09
1576,467,183,2,1998,2024-01-26
1577,1707,328,1,2499,2024-01-22
1578,1313,388,1,1499,2024-01-21
1579,1061,450,2,2998,2024-02-17
1580,1656,349,2,2998,2024-01-23
1581,412,196,1,999,2024-01-12
1582,686,445,2,998,2024-01-31
1583,1901,317,1,999,2024-02-27
1584,386,481,2,4998,2024-01-17
1585,1916,291,2,2998,2024-02-09
1586,942,265,1,999,2024-02-24
1587,1446,111,1,999,2024-02-14
1588,38,290,2,2998,2024-01-21
1589,1557,287,1,3999,2024-02-23
1590,919,375,2,2998,2024-02-16
1591,161,341,2,7998,2024-02-10
1592,1242,421,2,2998,2024-02-02
1593,1268,117,2,998,2024-01-15
1594,1067,474,1,3999,2024-02-01
1595,118,361,2,7998,2024-02-28
1596,606,165,1,999,2024-02-04
1597,1348,168,1,3999,2024-01-15
1598,198,226,1,2499,2024-01-29
1599,1506,224,2,1998,2024-01-11
1600,251,201,2,1998,2024-01-29
1601,1017,313,1,499,2024-02-10
1602,1728,477,1,999,2024-02-20
1603,468,249,1,999,2024-01-22
1604,832,164,1,2499,2024-01-26
1605,1149,327,1,999,2024-01-18
1606,1573,176,1,3999,2024-01-25
1607,1615,495,1,499,2024-01-21
1608,1527,290,1,2499,2024-01-24
1609,104,240,2,2998,2024-02-19
1610,1687,214,2,2998,2024-02-28
1611,1258,222,2,2998,2024-02-25
1612,73,339,2,4998,2024-01-28
1613,34,158,2,2998,2024-02-22
1614,1387,478,2,7998,2024-01-03
1615,1186,494,2,2998,2024-01-13
1616,923,213,2,2998,2024-02-07
1617,720,181,2,998,2024-01-06
1618,1284,313,1,1499,2024-01-11
1619,476,356,2,2998,2024-02-25
1620,337,423,1,999,2024-01-23
1621,1513,108,1,3999,2024-01-09
1622,1740,102,2,4998,2024-02-18
1623,197,364,1,499,2024-02-25
1624,995,437,2,4998,2024-01-17
1625,1254,424,1,1499,2024-01-09
1626,100,377,2,1998,2024-02-28
1627,606,200,2,2998,2024-02-27
1628,63,217,2,2998,2024-01-19
1629,1358,179,2,998,2024-02-04
1630,1021,232,1,499,2024-02-01
1631,910,138,2,4998,2024-01-28
1632,1730,102,2,2998,2024-01-28
1633,284,125,1,2499,2024-02-15
1634,1813,363,1,1499,2024-01-15
1635,1743,151,2,998,2024-01-19
1636,876,296,2,1998,2024-02-02
1637,1623,489,2,4998,2024-01-23
1638,1162,481,2,4998,2024-01-28
1639,538,254,1,3999,2024-01-04
1640,419,476,2,7998,2024-02-16
1641,1314,313,2,1998,2024-02-16
1642,1794,155,2,7998,2024-01-31
1643,991,142,2,1998,2024-02-04
1644,427,126,1,1499,2024-01-05
1645,684,144,1,3999,2024-02-29
1646,751,401,2,7998,2024-02-02
1647,1452,468,2,4998,2024-02-17
1648,43,132,2,1998,2024-02-01
1649,1332,226,1,2499,2024-02-17
1650,1646,194,2,7998,2024-02-17
1651,1925,383,2,2998,2024-01-15
1652,147,449,1,499,2024-02-28
1653,1659,453,1,999,2024-02-06
1654,1950,208,2,1998,2024-02-03
1655,817,180,1,1499,2024-02-09
1656,381,278,2,2998,2024-02-16
1657,1775,291,1,999,2024-01-09
1658,1727,134,2,1998,2024-02-10
1659,1140,361,1,1499,2024-02-04
1660,1489,320,1,1499,2024-02-16
1661,1693,285,2,2998,2024-01-24
1662,844,227,1,3999,2024-01-18
1663,968,369,1,999,2024-01-17
1664,1231,300,1,999,2024-01-01
1665,1077,411,2,2998,2024-02-24
1666,1122,178,1,2499,2024-01-11
1667,1052,329,2,998,2024-02-02
1668,213,247,1,999,2024-01-06
1669,1973,313,2,7998,2024-02-25
1670,657,223,1,499,2024-01-29
1671,757,244,1,2499,2024-02-27
1672,248,241,2,7998,2024-02-13
1673,1514,125,1,1499,2024-01-20
1674,850,331,2,4998,2024-01-18
1675,1560,259,2,2998,2024-01-14
1676,765,448,2,7998,2024-02-14
1677,1880,331,1,3999,2024-02-28
1678,1356,170,2,2998,2024-02-12
1679,961,412,2,998,2024-01-20
1680,1060,300,2,1998,2024-02-26
1681,1952,367,1,999,2024-01-18
1682,1221,102,1,3999,2024-02-22
1683,1434,452,1,2499,2024-01-27
1684,184,242,2,2998,2024-01-18
1685,67,236,2,4998,2024-01-17
1686,33,148,1,1499,2024-02-29
1687,1191,271,1,2499,2024-01-25
1688,340,180,1,1499,2024-01-05
1689,698,255,2,7998,2024-01-06
1690,1548,368,1,499,2024-02-23
1691,1269,402,1,999,2024-02-09
1692,1510,120,1,2499,2024-02-05
1693,596,149,1,999,2024-02-02
1694,849,274,2,4998,2024-01-15
1695,43,213,1,3999,2024-02-08
1696,1992,360,1,3999,2024-01-16
1697,619,362,1,2499,2024-02-07
1698,1549,392,1,2499,2024-02-08
1699,457,438,2,4998,2024-01-24
1700,1875,353,1,3999,2024-01-21
1701,602,166,2,998,2024-02-07
1702,116,202,2,998,2024-01-13
1703,901,454,2,4998,2024-01-29
1704,106,382,2,2998,2024-02-03
1705,685,150,1,499,2024-01-05
1706,1369,275,2,7998,2024-01-03
1707,1413,427,2,7998,2024-01-21
1708,535,342,2,7998,2024-01-09
1709,803,280,1,999,2024-01-03
1710,241,310,2,1998,2024-02-13
1711,96,449,2,7998,2024-01-30
1712,1334,147,1,499,2024-01-03
1713,125,331,1,999,2024-02-18
1714,234,365,2,2998,2024-02-16
1715,689,193,2,4998,2024-02-29
1716,582,492,1,999,2024-02-18
1717,1230,354,1,999,2024-02-08
1718,233,185,1,499,2024-02-10
1719,120,194,2,998,2024-02-19
1720,1501,145,2,2998,2024-02-03
1721,1829,493,2,2998,2024-01-17
1722,631,135,1,1499,2024-02-22
1723,22,109,2,2998,2024-02-27
1724,761,343,2,1998,2024-02-24
1725,1236,479,2,2998,2024-01-14
1726,904,126,2,2998,2024-02-18
1727,475,178,1,3999,2024-01-11
1728,697,238,1,999,2024-02-25
1729,1520,131,1,999,2024-01-01
1730,839,247,2,1998,2024-01-01
1731,188,145,2,4998,2024-02-21
1732,1207,159,1,1499,2024-01-15
1733,418,167,1,1499,2024-01-02
1734,553,116,2,2998,2024-01-12
1735,540,164,2,998,2024-02-14
1736,1823,284,2,998,2024-02-26
1737,1557,374,2,998,2024-02-11
1738,1098,104,1,2499,2024-01-02
1739,1843,181,2,2998,2024-01-23
1740,36,154,1,999,2024-02-03
1741,1997,461,1,999,2024-01-17
1742,1434,103,1,3999,2024-02-10
1743,531,279,2,998,2024-01-14
1744,1798,118,2,4998,2024-01-11
1745,688,230,1,3999,2024-01-20
1746,1039,166,2,4998,2024-02-13
1747,1646,384,1,999,2024-01-07
1748,1133,280,1,1499,2024-01-01
1749,124,235,2,1998,2024-02-25
1750,1329,475,2,1998,2024-02-17
1751,1042,232,1,499,2024-01-15
1752,84,163,2,1998,2024-02-14
1753,705,126,1,2499,2024-02-07
1754,918,388,2,2998,2024-02-03
1755,1212,413,2,998,2024-01-09
1756,1188,417,2,7998,2024-01-01
1757,368,437,2,1998,2024-01-09
1758,1746,381,1,499,2024-02-11
1759,394,322,1,499,2024-01-02
1760,20,369,1,499,2024-01-22
1761,1020,131,2,4998,2024-01-25
1762,1990,396,2,7998,2024-02-20
1763,1787,348,1,499,2024-02-29
1764,113,241,1,2499,2024-01-14
1765,1341,147,1,3999,2024-02-04
1766,357,275,2,2998,2024-01-16
1767,1851,446,1,2499,2024-01-19
1768,1174,393,1,499,2024-02-10
1769,836,490,1,999,2024-01-31
1770,772,132,2,4998,2024-01-02
1771,1619,462,2,2998,2024-02-01
1772,413,196,1,3999,2024-02-05
1773,826,123,2,2998,2024-02-25
1774,58,125,2,7998,2024-01-11
1775,1078,149,1,2499,2024-01-08
1776,1564,269,2,7998,2024-02-17
1777,1385,194,2,998,2024-01-05
1778,717,318,1,2499,2024-02-03
1779,423,480,1,999,2024-02-01
1780,1081,240,1,1499,2024-02-16
1781,64,323,2,2998,2024-01-06
1782,1628,378,1,2499,2024-01-08
1783,286,264,1,999,2024-02-03
1784,342,464,2,4998,2024-01-04
1785,509,158,2,998,2024-02-05
1786,1458,371,2,998,2024-02-13
1787,1462,394,2,1998,2024-01-25
1788,535,299,2,4998,2024-01-26
1789,1554,181,2,1998,2024-02-02
1790,1790,349,2,1998,2024-01-09
1791,81,446,2,998,2024-02-16
1792,381,364,2,998,2024-01-08
1793,694,191,1,999,2024-01-17
1794,1887,377,2,1998,2024-01-15
1795,1948,174,1,3999,2024-02-11
1796,648,409,2,998,2024-02-23
1797,416,113,1,999,2024-01-13
1798,619,314,2,7998,2024-02-12
1799,134,178,1,999,2024-02-17
1800,712,232,2,7998,2024-02-27
1801,886,324,2,1998,2024-02-16
1802,1790,339,1,2499,2024-02-19
1803,1832,463,1,499,2024-02-13
1804,1715,449,2,1998,2024-01-03
1805,559,356,2,2998,2024-02-29
1806,223,241,2,2998,2024-02-22
1807,115,338,2,7998,2024-02-25
1808,326,154,2,998,2024-02-23
1809,196,116,2,7998,2024-02-26
1810,1015,108,2,998,2024-01-12
1811,1019,483,2,2998,2024-01-29
1812,1927,454,1,1499,2024-02-28
1813,249,450,1,3999,2024-01-01
1814,226,367,1,2499,2024-02-01
1815,283,221,2,2998,2024-02-06
1816,450,464,2,998,2024-01-20
1817,1078,421,1,999,2024-01-08
1818,1678,498,1,999,2024-02-06
1819,745,136,2,1998,2024-01-31
1820,487,408,2,2998,2024-01-31
1821,1174,268,2,4998,2024-01-25
1822,1733,479,1,1499,2024-02-19
1823,1080,433,1,499,2024-02-09
1824,1900,359,1,1499,2024-02-14
1825,210,491,2,2998,2024-02-18
1826,316,442,2,2998,2024-01-08
1827,1587,170,1,1499,2024-01-30
1828,400,116,2,998,2024-01-30
1829,1516,201,1,1499,2024-02-26
1830,1152,317,1,2499,2024-01-27
1831,1926,491,2,7998,2024-02-04
1832,769,377,2,998,2024-02-19
1833,1036,395,2,4998,2024-02-13
1834,24,336,2,1998,2024-01-13
1835,126,203,1,999,2024-01-21
1836,331,232,1,499,2024-01-09
1837,1195,108,1,3999,2024-01-24
1838,105,159,1,1499,2024-02-17
1839,1954,375,2,998,2024-02-02
1840,1245,441,1,1499,2024-01-01
1841,1081,222,1,1499,2024-01-08
1842,1685,389,1,999,2024-01-03
1843,1576,447,1,3999,2024-01-14
1844,33,224,2,2998,2024-01-14
1845,1185,482,1,499,2024-02-18
1846,1948,170,2,1998,2024-02-27
1847,1132,265,2,2998,2024-02-02
1848,996,131,1,999,2024-01-04
1849,65,273,2,1998,2024-02-07
1850,1100,464,2,998,2024-01-25
1851,1070,450,1,499,2024-02-16
1852,1953,124,1,2499,2024-02-22
1853,1900,419,2,2998,2024-01-13
1854,1477,260,1,999,2024-02-24
1855,450,402,2,4998,2024-02-10
1856,1956,424,2,998,2024-02-22
1857,984,225,1,3999,2024-02-08
1858,1771,384,1,999,2024-01-25
1859,950,286,1,3999,2024-02-07
1860,434,258,1,3999,2024-01-09
1861,1971,125,2,1998,2024-02-07
1862,626,162,2,4998,2024-02-12
1863,1332,184,2,4998,2024-02-07
1864,1007,325,2,1998,2024-02-04
1865,405,276,1,1499,2024-02-22
1866,1660,414,2,7998,2024-01-29
1867,1822,338,2,4998,2024-02-24
1868,143,146,2,1998,2024-02-19
1869,1673,377,2,998,2024-01-14
1870,759,464,1,499,2024-02-07
1871,288,291,1,999,2024-02-03
1872,72,273,1,1499,2024-01-25
1873,407,259,2,998,2024-02-11
1874,1819,453,2,2998,2024-01-28
1875,554,312,1,999,2024-02-20
1876,1288,190,1,999,2024-01-30
1877,1245,333,2,7998,2024-02-24
1878,779,264,2,1998,2024-02-08
1879,1941,422,2,2998,2024-02-06
1880,1779,279,2,4998,2024-02-16
1881,1068,208,2,998,2024-02-11
1882,1447,133,1,499,2024-02-29
1883,990,288,1,3999,2024-01-02
1884,289,426,1,2499,2024-01-21
1885,1603,320,1,1499,2024-02-03
1886,1847,272,2,2998,2024-01-19
1887,781,268,2,7998,2024-02-09
1888,1060,474,2,1998,2024-02-07
1889,1623,165,1,2499,2024-01-31
1890,538,367,1,499,2024-01-26
1891,458,370,2,4998,2024-01-12
1892,1318,225,1,3999,2024-01-30
1893,1124,346,2,1998,2024-01-26
1894,1175,371,2,4998,2024-02-17
1895,1160,358,1,999,2024-01-31
1896,1806,337,1,2499,2024-02-17
1897,1304,403,2,998,2024-01-15
1898,1399,190,1,1499,2024-01-10
1899,1490,315,1,2499,2024-02-05
1900,1448,329,1,1499,2024-02-09
1901,1637,254,1,1499,2024-01-26
1902,1518,402,1,1499,2024-01-09
1903,1689,263,1,3999,2024-02-22
1904,1142,244,1,499,2024-01-17
1905,1775,400,1,1499,2024-01-06
1906,980,453,1,499,2024-02-26
1907,409,289,2,4998,2024-01-22
1908,1041,228,1,499,2024-01-16
1909,644,375,2,1998,2024-01-22
1910,251,296,2,2998,2024-02-22
1911,1621,291,2,4998,2024-02-08
1912,1748,448,1,1499,2024-02-21
1913,1901,425,1,1499,2024-01-04
1914,879,354,1,2499,2024-01-04
1915,105,152,2,4998,2024-01-09
1916,849,208,1,3999,2024-01-14
1917,1635,448,2,7998,2024-02-11
1918,1065,207,1,3999,2024-02-20
1919,572,288,1,499,2024-01-26
1920,1623,429,1,999,2024-01-03
1921,469,380,2,1998,2024-02-01
1922,555,128,2,998,2024-01-11
1923,1974,214,1,3999,2024-02-20
1924,1844,134,1,999,2024-01-03
1925,533,402,2,7998,2024-01-13
1926,1688,259,2,4998,2024-02-13
1927,1445,226,1,499,2024-01-13
1928,634,401,2,7998,2024-02-25
1929,978,135,2,998,2024-02-26
1930,504,170,1,1499,2024-01-24
1931,1708,493,1,499,2024-01-20
1932,1235,401,1,499,2024-01-10
1933,133,197,1,3999,2024-01-23
1934,957,196,2,998,2024-02-21
1935,1324,125,1,1499,2024-02-11
1936,219,275,2,4998,2024-02-02
1937,1414,275,1,999,2024-02-24
1938,1009,112,2,4998,2024-02-04
1939,1358,257,1,499,2024-01-14
1940,387,323,2,2998,2024-02-22
1941,1601,324,1,1499,2024-01-16
1942,671,293,1,2499,2024-01-30
1943,951,224,1,3999,2024-01-19
1944,1325,106,1,999,2024-02-02
1945,114,411,1,499,2024-02-10
1946,1610,385,1,499,2024-01-02
1947,823,337,1,2499,2024-02-19
1948,60,154,1,1499,2024-02-07
1949,927,317,2,2998,2024-02-18
1950,1790,316,1,3999,2024-01-08
1951,755,269,2,1998,2024-01-20
1952,115,105,1,499,2024-01-03
1953,295,363,1,2499,2024-01-21
1954,1404,428,1,3999,2024-02-25
1955,616,227,2,1998,2024-01-01
1956,1584,174,2,998,2024-01-21
1957,80,315,2,1998,2024-02-26
1958,1051,425,2,998,2024-02-19
1959,1808,139,2,1998,2024-01-08
1960,1460,283,1,999,2024-01-02
1961,1257,179,2,4998,2024-01-23
1962,254,372,2,7998,2024-02-10
1963,1389,443,2,2998,2024-02-22
1964,1412,490,2,1998,2024-01-11
1965,938,395,2,4998,2024-01-16
1966,373,203,2,2998,2024-01-09
1967,347,413,2,7998,2024-02-18
1968,1462,446,1,3999,2024-02-01
1969,1161,409,2,1998,2024-02-16
1970,1177,108,2,998,2024-02-08
1971,344,406,1,3999,2024-02-05
1972,58,237,1,2499,2024-01-23
1973,220,148,1,999,2024-02-16
1974,1042,257,1,3999,2024-02-18
1975,428,364,2,1998,2024-02-24
1976,1626,273,2,998,2024-02-24
1977,842,477,2,7998,2024-01-30
1978,1201,481,2,1998,2024-01-10
1979,1580,381,1,2499,2024-02-29
1980,1506,291,2,7998,2024-01-31
1981,1518,261,2,998,2024-02-13
1982,486,326,2,2998,2024-01-26
1983,1739,227,2,2998,2024-02-17
1984,974,126,2,1998,2024-02-08
1985,503,183,2,7998,2024-02-11
1986,622,315,1,3999,2024-01-30
1987,1958,268,1,499,2024-01-02
1988,705,182,2,2998,2024-01-29
1989,849,117,1,2499,2024-02-23
1990,1009,405,1,1499,2024-02-01
1991,640,398,2,7998,2024-02-13
1992,1034,140,1,2499,2024-02-20
1993,1343,459,1,2499,2024-02-28
1994,606,117,1,499,2024-02-07
1995,1514,288,2,1998,2024-01-21
1996,814,299,2,1998,2024-01-27
1997,1761,455,1,499,2024-02-21
1998,258,152,2,7998,2024-01-24
1999,882,179,2,7998,2024-02-03
2000,404,408,2,1998,2024-01-23
2001,1248,368,2,2998,2024-02-21
2002,771,381,2,998,2024-01-14
2003,548,211,1,1499,2024-02-08
2004,261,189,2,998,2024-01-05
2005,1300,346,1,499,2024-02-22
2006,1795,155,2,1998,2024-01-09
2007,771,440,2,1998,2024-02-14
2008,1380,288,1,1499,2024-02-16
2009,326,248,1,3999,2024-02-06
2010,999,363,1,2499,2024-01-08
2011,228,324,1,1499,2024-01-07
2012,600,291,2,998,2024-01-30
2013,1920,485,1,2499,2024-01-12
2014,1327,427,2,4998,2024-01-20
2015,1126,169,2,4998,2024-01-29
2016,1317,105,1,2499,2024-02-25
2017,8,121,1,2499,2024-02-24
2018,614,273,1,1499,2024-01-12
2019,625,194,2,1998,2024-01-20
2020,208,288,1,999,2024-01-22
2021,1387,417,2,998,2024-02-15
2022,897,168,1,3999,2024-01-23
2023,1998,185,1,1499,2024-02-17
2024,1069,156,2,4998,2024-02-14
2025,458,211,2,1998,2024-01-26
2026,522,252,1,499,2024-02-14
2027,342,428,2,4998,2024-02-16
2028,232,252,1,499,2024-02-12
2029,1769,192,1,2499,2024-01-28
2030,1503,473,2,4998,2024-02-24
2031,1988,260,1,999,2024-02-09
2032,1963,462,2,1998,2024-01-09
2033,1367,107,2,4998,2024-01-05
2034,169,459,1,999,2024-01-02
2035,268,219,1,1499,2024-02-11
2036,749,240,2,4998,2024-01-28
2037,1288,416,2,1998,2024-01-13
2038,892,491,1,499,2024-01-15
2039,1325,339,1,499,2024-02-22
2040,600,216,1,499,2024-01-14
2041,1921,213,1,3999,2024-02-12
2042,666,460,1,499,2024-02-15
2043,342,126,2,998,2024-02-08
2044,107,409,2,2998,2024-01-14
2045,1753,486,2,2998,2024-01-03
2046,159,388,2,7998,2024-01-10
2047,1848,322,2,2998,2024-02-22
2048,1378,255,2,1998,2024-02-07
2049,1573,312,1,499,2024-01-06
2050,459,279,2,1998,2024-01-20
2051,1924,384,1,3999,2024-02-04
2052,72,192,2,1998,2024-02-17
2053,633,288,2,1998,2024-02-12
2054,1196,343,2,1998,2024-01-20
2055,227,428,1,1499,2024-02-18
2056,729,416,2,998,2024-02-25
2057,607,249,2,1998,2024-02-13
2058,1201,299,1,2499,2024-01-03
2059,599,412,1,499,2024-01-04
2060,1960,144,2,998,2024-01-11
2061,102,180,2,4998,2024-02-10
2062,1348,314,1,3999,2024-01-31
2063,1380,330,2,7998,2024-02-27
2064,1991,129,1,499,2024-02-26
2065,1151,241,1,1499,2024-01-29
2066,1418,316,1,3999,2024-02-07
2067,582,435,1,3999,2024-01-20
2068,735,245,2,1998,2024-02-28
2069,260,259,2,1998,2024-01-24
2070,277,465,2,7998,2024-01-23
2071,810,265,2,2998,2024-01-22
2072,596,215,1,999,2024-01-22
2073,465,152,1,1499,2024-02-10
2074,1396,242,2,998,2024-01-20
2075,134,477,1,1499,2024-02-15
2076,1279,404,1,999,2024-02-07
2077,1547,132,2,4998,2024-02-17
2078,1746,368,2,2998,2024-02-19
2079,887,298,2,7998,2024-02-10
2080,73,291,1,1499,2024-01-07
2081,652,246,1,1499,2024-01-24
2082,1311,184,2,2998,2024-02-19
2083,1695,155,2,7998,2024-02-13
2084,171,392,1,1499,2024-02-06
2085,698,157,1,2499,2024-02-15
2086,1586,108,2,7998,2024-01-25
2087,247,231,2,4998,2024-01-14
2088,354,170,1,2499,2024-01-29
2089,1744,496,1,2499,2024-01-03
2090,41,290,1,3999,2024-02-08
2091,112,203,2,1998,2024-01-29
2092,716,346,1,3999,2024-01-16
2093,1905,418,1,1499,2024-01-21
2094,461,160,1,2499,2024-01-22
2095,1956,363,1,1499,2024-01-21
2096,1229,189,1,2499,2024-01-22
2097,1708,382,1,2499,2024-01-09
2098,639,144,1,1499,2024-01-23
2099,66,369,2,998,2024-02-18
2100,1393,461,2,4998,2024-01-09
2101,1807,171,2,998,2024-02-19
2102,461,475,2,7998,2024-02-15
2103,546,151,2,4998,2024-02-01
2104,1498,280,2,4998,2024-02-05
2105,710,406,2,7998,2024-02-16
2106,44,229,2,2998,2024-02-05
2107,1789,147,2,2998,2024-01-05
2108,1697,286,1,499,2024-01-26
2109,1359,422,1,3999,2024-01-04
2110,1379,179,2,4998,2024-01-24
2111,1372,236,1,499,2024-02-10
2112,1386,202,1,1499,2024-02-12
2113,1414,101,1,2499,2024-01-14
2114,1509,174,2,2998,2024-01-27
2115,1654,320,2,998,2024-01-12
2116,1832,369,2,2998,2024-01-18
2117,1286,351,1,1499,2024-02-13
2118,75,414,1,3999,2024-01-09
2119,1550,402,1,499,2024-01-02
2120,1915,467,2,4998,2024-02-20
2121,468,482,2,2998,2024-02-07
2122,5,483,2,2998,2024-02-01
2123,301,263,1,999,2024-01-13
2124,1211,132,2,998,2024-02-26
2125,1225,458,1,499,2024-02-16
2126,1502,290,1,2499,2024-02-24
2127,1514,334,2,7998,2024-01-24
2128,1323,117,1,2499,2024-01-02
2129,486,316,1,499,2024-02-26
2130,949,456,1,1499,2024-02-17
2131,251,104,1,3999,2024-02-07
2132,667,387,1,3999,2024-02-15
2133,1400,471,1,499,2024-01-19
2134,1221,276,2,998,2024-02-16
2135,69,172,1,2499,2024-01-18
2136,560,369,2,1998,2024-02-13
2137,1273,419,1,499,2024-01-02
2138,232,131,1,499,2024-01-26
2139,1487,236,2,4998,2024-02-26
2140,1647,208,2,998,2024-02-21
2141,329,403,2,4998,2024-01-24
2142,1903,407,2,998,2024-02-17
2143,793,208,2,2998,2024-01-27
2144,1160,236,1,499,2024-02-24
2145,1614,207,2,1998,2024-02-22
2146,743,131,1,3999,2024-02-28
2147,767,463,2,4998,2024-02-21
2148,1696,237,2,1998,2024-02-23
2149,479,192,1,2499,2024-01-29
2150,1085,313,1,999,2024-02-27
2151,87,168,2,4998,2024-02-16
2152,1537,366,1,2499,2024-01-08
2153,1647,285,1,3999,2024-02-22
2154,1183,383,2,998,2024-01-31
2155,967,443,1,2499,2024-02-03
2156,399,261,2,4998,2024-01-14
2157,746,205,2,7998,2024-01-04
2158,1606,395,2,4998,2024-02-12
2159,1424,291,2,4998,2024-02-18
2160,462,471,2,2998,2024-01-29
2161,364,237,2,2998,2024-02-26
2162,81,381,2,2998,2024-02-23
2163,714,142,1,3999,2024-02-08
2164,93,332,2,4998,2024-02-02
2165,874,426,1,3999,2024-01-21
2166,72,211,1,3999,2024-02-10
2167,1081,470,2,1998,2024-02-18
2168,1547,434,1,499,2024-01-01
2169,507,161,1,999,2024-01-27
2170,1682,465,1,499,2024-01-02
2171,1453,336,1,999,2024-02-20
2172,1684,294,1,2499,2024-02-23
2173,720,400,2,7998,2024-02-12
2174,1627,288,2,1998,2024-02-23
2175,599,317,1,999,2024-01-10
2176,398,298,2,4998,2024-01-10
2177,460,485,2,7998,2024-01-30
2178,621,301,1,499,2024-01-01
2179,1307,449,1,999,2024-01-31
2180,205,146,1,499,2024-02-04
2181,976,354,2,2998,2024-02-17
2182,97,422,1,999,2024-01-29
2183,472,329,1,3999,2024-01-13
2184,1484,384,2,2998,2024-01-09
2185,265,290,1,1499,2024-02-09
2186,269,124,2,1998,2024-02-12
2187,941,209,2,1998,2024-02-10
2188,264,359,2,2998,2024-01-11
2189,1650,168,1,999,2024-01-24
2190,824,162,1,3999,2024-01-25
2191,1016,361,1,3999,2024-02-24
2192,1490,438,1,1499,2024-02-27
2193,1755,117,2,1998,2024-01-13
2194,1769,471,2,2998,2024-01-14
2195,1633,457,2,7998,2024-02-10
2196,7,135,2,1998,2024-01-03
2197,1613,431,1,3999,2024-02-23
2198,1152,187,2,1998,2024-01-06
2199,399,284,1,2499,2024-02-15
2200,184,257,1,3999,2024-01-13
2201,616,347,2,998,2024-01-01
2202,1108,497,2,1998,2024-02-29
2203,440,394,1,2499,2024-01-29
2204,805,485,2,4998,2024-01-14
2205,1600,477,2,4998,2024-01-12
2206,1257,389,1,3999,2024-02-28
2207,1553,157,2,998,2024-01-26
2208,93,472,1,2499,2024-02-27
2209,789,311,1,1499,2024-01-23
2210,1614,455,1,999,2024-01-03
2211,477,471,2,1998,2024-02-29
2212,361,314,1,499,2024-01-14
2213,111,389,2,998,2024-02-03
2214,1366,480,2,7998,2024-01-23
2215,308,457,2,2998,2024-01-10
2216,417,235,1,999,2024-01-04
2217,77,398,1,2499,2024-02-08
2218,746,418,2,4998,2024-02-18
2219,607,354,1,999,2024-01-10
2220,1292,470,1,1499,2024-01-24
2221,1376,289,1,1499,2024-02-03
2222,1070,449,1,2499,2024-01-24
2223,1350,210,2,1998,2024-02-25
2224,1483,375,1,2499,2024-01-25
2225,1406,279,1,3999,2024-02-21
2226,215,183,1,999,2024-01-15
2227,839,183,2,2998,2024-01-12
2228,441,401,2,4998,2024-01-01
2229,788,442,1,499,2024-02-11
2230,580,487,1,499,2024-02-25
2231,1365,161,2,7998,2024-01-09
2232,1324,482,2,998,2024-02-28
2233,1310,237,2,7998,2024-01-14
2234,1433,232,2,7998,2024-02-10
2235,1823,451,1,1499,2024-02-23
2236,639,245,1,1499,2024-01-31
2237,1410,416,2,1998,2024-01-24
2238,1492,418,1,2499,2024-02-25
2239,494,188,2,998,2024-02-22
2240,1769,354,2,4998,2024-02-21
2241,1718,308,1,2499,2024-01-10
2242,526,360,2,7998,2024-02-11
2243,1638,454,1,499,2024-02-12
2244,151,350,1,1499,2024-01-18
