session_id,user_id,session_start,traffic_source,pages_viewed
846,1162,2024-02-25,ads,11
847,1502,2024-02-15,referral,12
848,615,2024-01-05,organic,10
849,1031,2024-01-17,ads,6
850,676,2024-01-22,organic,5
851,1443,2024-02-08,organic,6
852,1496,2024-02-10,referral,10
853,1959,2024-02-17,ads,7
854,420,2024-01-18,organic,7
855,1901,2024-01-28,ads,10
856,276,2024-01-13,organic,14
857,1585,2024-02-19,organic,10
858,608,2024-02-11,referral,9
859,571,2024-01-01,ads,6
860,1767,2024-02-22,ads,8
861,1713,2024-02-19,organic,2
862,90,2024-01-19,ads,8
863,282,2024-02-03,referral,9
864,1572,2024-02-28,organic,4
865,1195,2024-01-04,organic,5
866,638,2024-02-12,ads,5
867,811,2024-01-03,organic,2
868,1379,2024-02-10,organic,5
869,1228,2024-01-10,referral,9
870,1313,2024-01-28,referral,4
871,868,2024-02-03,ads,10
872,462,2024-02-08,ads,3
873,1633,2024-02-16,referral,14
874,750,2024-02-28,ads,7
875,1197,2024-01-19,organic,8
876,301,2024-02-11,organic,13
877,600,2024-02-25,organic,13
878,1935,2024-02-21,organic,10
879,1887,2024-02-15,organic,6
880,529,2024-02-05,organic,6
881,140,2024-02-26,organic,13
882,1790,2024-02-12,organic,5
883,278,2024-01-03,ads,11
884,663,2024-01-23,organic,6
885,511,2024-01-17,ads,9
886,1370,2024-01-07,organic,2
887,1870,2024-01-26,ads,10
888,1164,2024-02-12,referral,11
889,114,2024-01-18,ads,3
890,580,2024-02-29,ads,1
891,1531,2024-02-15,referral,4
892,1390,2024-02-15,organic,2
893,691,2024-01-06,referral,6
894,637,2024-01-31,ads,13
895,1421,2024-01-29,ads,1
896,1849,2024-01-09,organic,8
897,823,2024-02-23,ads,10
898,1874,2024-02-04,ads,6
899,875,2024-01-17,ads,9
900,1948,2024-02-29,ads,12
901,1894,2024-01-12,organic,6
902,1769,2024-02-05,organic,10
903,940,2024-02-21,organic,7
904,1683,2024-02-17,organic,5
905,942,2024-01-24,organic,14
906,1135,2024-01-10,organic,8
907,1899,2024-02-27,organic,8
908,358,2024-01-30,organic,10
909,1262,2024-01-29,organic,9
910,3,2024-02-08,referral,12
911,1747,2024-01-10,ads,6
912,404,2024-02-08,ads,1
913,25,2024-02-24,organic,9
914,1867,2024-01-28,ads,3
915,509,2024-01-18,ads,9
916,696,2024-02-10,referral,7
917,1489,2024-02-23,ads,14
918,61,2024-02-19,ads,12
919,1532,2024-01-17,referral,13
920,123,2024-01-11,organic,3
921,1521,2024-01-01,organic,9
922,55,2024-01-17,ads,14
923,1187,2024-02-05,organic,7
924,974,2024-02-05,organic,7
925,1723,2024-02-15,ads,7
926,1063,2024-02-29,organic,2
927,1721,2024-01-09,ads,11
928,1107,2024-02-14,referral,4
929,1731,2024-02-29,organic,10
930,546,2024-01-28,organic,8
931,113,2024-02-17,organic,12
932,425,2024-02-02,organic,2
933,918,2024-01-03,organic,13
934,230,2024-02-20,organic,4
935,1307,2024-01-08,organic,10
936,917,2024-02-19,organic,8
937,1961,2024-01-06,ads,12
938,1311,2024-02-28,referral,3
939,155,2024-02-21,ads,12
940,165,2024-02-27,ads,6
941,962,2024-01-06,organic,12
942,1206,2024-01-29,ads,2
943,1263,2024-02-06,organic,8
944,649,2024-01-12,organic,8
945,1363,2024-01-09,ads,12
946,938,2024-02-10,organic,13
947,512,2024-02-18,organic,1
948,932,2024-01-19,referral,3
949,266,2024-01-17,referral,14
950,187,2024-02-23,organic,2
951,1064,2024-02-17,organic,7
952,1846,2024-02-13,ads,7
953,1517,2024-02-01,ads,4
954,1703,2024-02-04,organic,12
955,391,2024-01-14,ads,12
956,1284,2024-02-18,referral,8
957,655,2024-02-23,organic,3
958,1740,2024-01-16,referral,14
959,176,2024-01-21,referral,9
960,774,2024-01-12,organic,5
961,764,2024-02-29,ads,14
962,1353,2024-01-24,organic,13
963,931,2024-02-03,ads,14
964,1224,2024-01-08,ads,2
965,711,2024-02-13,organic,9
966,1220,2024-01-21,ads,1
967,826,2024-02-17,ads,11
968,589,2024-01-08,organic,8
969,531,2024-01-28,organic,6
970,1086,2024-01-16,organic,12
971,1351,2024-01-10,ads,1
972,1930,2024-02-21,referral,14
973,281,2024-01-15,ads,4
974,1964,2024-01-04,organic,3
975,1786,2024-01-26,ads,7
976,227,2024-01-15,organic,7
977,639,2024-02-05,organic,6
978,1082,2024-02-01,organic,14
979,921,2024-02-12,organic,10
980,477,2024-02-07,ads,14
981,1400,2024-01-04,referral,10
982,716,2024-02-10,ads,12
983,243,2024-01-09,ads,8
984,367,2024-02-04,organic,7
985,936,2024-02-24,referral,4
986,1868,2024-01-28,ads,7
987,1524,2024-02-06,referral,1
988,838,2024-02-16,organic,3
989,1276,2024-02-29,ads,2
990,906,2024-01-09,ads,7
991,1346,2024-01-02,organic,9
992,376,2024-01-03,ads,5
993,1433,2024-02-27,referral,9
994,711,2024-02-22,organic,12
995,1512,2024-02-13,organic,13
996,343,2024-02-17,ads,8
997,240,2024-01-05,organic,1
998,139,2024-01-10,ads,14
999,1146,2024-01-28,ads,11
1000,420,2024-01-15,organic,2
1001,1585,2024-01-14,ads,6
1002,304,2024-02-15,ads,5
1003,115,2024-01-23,referral,11
1004,343,2024-01-13,ads,7
1005,1275,2024-01-16,referral,9
1006,7,2024-01-30,organic,14
1007,731,2024-02-09,organic,4
1008,1613,2024-01-08,organic,8
1009,179,2024-01-17,organic,4
1010,1169,2024-01-30,referral,3
1011,416,2024-01-17,organic,12
1012,666,2024-02-04,ads,2
1013,1145,2024-01-01,organic,8
1014,1148,2024-02-18,organic,11
1015,150,2024-02-27,referral,8
1016,397,2024-01-24,organic,11
1017,381,2024-02-17,ads,12
1018,1804,2024-02-18,organic,3
1019,839,2024-01-25,referral,1
1020,1,2024-01-02,ads,13
1021,1697,2024-01-25,ads,6
1022,244,2024-01-14,organic,5
1023,1911,2024-02-08,organic,8
1024,1422,2024-02-26,referral,6
1025,1275,2024-02-20,referral,4
1026,879,2024-02-02,organic,10
1027,1600,2024-01-17,organic,10
1028,1323,2024-02-28,organic,12
1029,760,2024-01-31,organic,12
1030,954,2024-01-10,ads,11
1031,1321,2024-01-06,organic,2
1032,977,2024-02-08,organic,8
1033,1988,2024-01-25,ads,5
1034,1524,2024-02-07,organic,12
1035,1139,2024-02-06,ads,8
1036,1831,2024-01-30,referral,5
1037,1,2024-02-03,organic,6
1038,553,2024-01-18,ads,13
1039,1709,2024-01-24,organic,10
1040,1624,2024-02-18,organic,14
1041,482,2024-02-25,organic,5
1042,1634,2024-01-27,organic,11
1043,600,2024-02-27,organic,3
1044,763,2024-01-27,organic,10
1045,1534,2024-02-24,referral,8
1046,335,2024-02-08,ads,3
1047,465,2024-01-21,referral,4
1048,1165,2024-01-19,ads,6
1049,583,2024-02-08,organic,2
1050,137,2024-01-23,organic,14
1051,1004,2024-02-08,organic,7
1052,1983,2024-02-17,organic,5
1053,1635,2024-02-13,ads,12
1054,1687,2024-02-16,ads,10
1055,950,2024-01-15,organic,13
1056,687,2024-02-12,organic,5
1057,167,2024-01-02,organic,5
1058,1367,2024-02-04,organic,13
1059,1434,2024-02-20,organic,13
1060,1793,2024-01-20,ads,2
1061,910,2024-01-28,organic,11
1062,1760,2024-02-26,ads,13
1063,880,2024-02-27,organic,12
1064,842,2024-01-15,organic,10
1065,65,2024-01-16,ads,9
1066,1605,2024-02-02,ads,3
1067,1091,2024-02-16,organic,12
1068,433,2024-01-12,referral,7
1069,1074,2024-02-08,organic,5
1070,1338,2024-02-08,organic,10
1071,1333,2024-02-12,ads,10
1072,1627,2024-01-20,ads,5
1073,115,2024-01-29,organic,4
1074,1910,2024-02-12,organic,10
1075,569,2024-02-18,referral,6
1076,1366,2024-01-03,organic,7
1077,1554,2024-02-17,organic,7
1078,1808,2024-01-05,ads,11
1079,642,2024-02-29,referral,12
1080,495,2024-01-02,organic,8
1081,1293,2024-01-23,ads,5
1082,941,2024-01-26,ads,7
1083,1104,2024-01-26,organic,12
1084,1480,2024-01-07,ads,14
1085,1323,2024-02-29,referral,4
1086,968,2024-01-10,organic,9
1087,822,2024-01-05,organic,5
1088,202,2024-02-16,referral,3
1089,1527,2024-01-12,ads,5
1090,1761,2024-02-01,organic,9
1091,1695,2024-02-11,ads,13
1092,1740,2024-01-31,ads,13
1093,649,2024-01-22,ads,11
1094,1509,2024-01-17,referral,8
1095,1609,2024-01-20,organic,1
1096,560,2024-01-20,organic,5
1097,1042,2024-02-12,ads,6
1098,478,2024-01-08,organic,13
1099,488,2024-02-16,ads,10
1100,983,2024-02-03,organic,13
1101,779,2024-02-18,organic,11
1102,1470,2024-01-23,organic,2
1103,340,2024-02-07,ads,14
1104,1555,2024-02-22,ads,6
1105,612,2024-01-28,organic,14
1106,116,2024-01-13,organic,9
1107,1882,2024-01-29,organic,14
1108,74,2024-01-08,ads,4
1109,1816,2024-01-11,organic,3
1110,1293,2024-02-16,ads,9
1111,1661,2024-02-14,ads,2
1112,116,2024-01-18,organic,12
1113,1710,2024-02-19,ads,9
1114,1717,2024-01-25,organic,11
1115,1762,2024-02-18,ads,10
1116,1693,2024-01-22,organic,11
1117,1188,2024-02-14,organic,11
1118,1607,2024-02-04,ads,2
1119,1246,2024-01-29,organic,14
1120,126,2024-01-21,ads,13
1121,657,2024-02-25,ads,11
1122,1200,2024-01-07,ads,14
1123,1997,2024-01-12,organic,10
1124,664,2024-02-05,ads,3
1125,1718,2024-01-24,ads,13
1126,1399,2024-02-01,organic,7
1127,991,2024-01-27,ads,2
1128,1018,2024-02-01,referral,1
1129,859,2024-02-28,organic,9
1130,1522,2024-02-01,referral,6
1131,85,2024-02-01,organic,9
1132,1900,2024-01-26,organic,12
1133,1407,2024-01-11,organic,3
1134,633,2024-02-15,ads,3
1135,1665,2024-01-18,organic,10
1136,1487,2024-02-08,referral,12
1137,451,2024-01-05,ads,3
1138,518,2024-01-16,ads,2
1139,846,2024-01-11,organic,13
1140,695,2024-02-23,referral,11
1141,550,2024-02-04,ads,6
1142,929,2024-02-17,organic,3
1143,116,2024-01-11,ads,5
1144,1638,2024-02-11,ads,13
1145,1032,2024-01-23,ads,11
1146,1242,2024-02-24,organic,5
1147,1743,2024-02-03,organic,10
1148,1614,2024-02-17,organic,3
1149,1904,2024-01-17,organic,3
1150,404,2024-01-10,ads,1
1151,1591,2024-01-18,referral,6
1152,304,2024-02-13,referral,3
1153,1491,2024-01-08,ads,1
1154,1976,2024-02-28,ads,13
1155,740,2024-01-26,organic,14
1156,88,2024-01-03,ads,14
1157,1034,2024-02-28,organic,13
1158,308,2024-02-21,organic,10
1159,434,2024-01-24,ads,9
1160,802,2024-01-03,organic,11
1161,164,2024-02-07,organic,1
1162,1263,2024-01-02,ads,5
1163,1341,2024-02-04,organic,5
1164,996,2024-01-17,organic,2
1165,656,2024-01-09,organic,14
1166,1359,2024-02-05,organic,14
1167,18,2024-01-22,organic,13
1168,1095,2024-01-31,ads,1
1169,1199,2024-02-24,organic,6
1170,1878,2024-02-03,ads,7
1171,1824,2024-01-24,organic,11
1172,811,2024-02-29,organic,11
1173,339,2024-01-09,ads,9
1174,1960,2024-02-15,ads,8
1175,248,2024-02-27,ads,10
1176,1217,2024-02-12,referral,3
1177,1443,2024-01-02,organic,9
1178,1349,2024-01-21,organic,1
1179,306,2024-02-03,referral,13
1180,1804,2024-01-27,organic,6
1181,204,2024-02-06,organic,13
1182,853,2024-01-07,organic,14
1183,1147,2024-01-22,ads,10
1184,1594,2024-01-04,organic,2
1185,1875,2024-01-14,organic,10
1186,447,2024-02-03,organic,9
1187,713,2024-01-23,ads,9
1188,1515,2024-02-13,organic,8
1189,433,2024-02-11,organic,13
1190,1648,2024-01-25,ads,11
1191,1152,2024-01-01,referral,7
1192,1572,2024-02-20,ads,14
1193,1770,2024-02-24,ads,6
1194,822,2024-02-17,organic,2
1195,1071,2024-01-15,organic,14
1196,505,2024-02-01,organic,4
1197,115,2024-01-14,ads,10
1198,1440,2024-02-10,organic,7
1199,1791,2024-01-21,ads,14
1200,995,2024-02-24,referral,13
1201,223,2024-02-16,organic,6
1202,636,2024-02-27,organic,9
1203,1973,2024-01-07,organic,13
1204,1527,2024-02-05,organic,13
1205,672,2024-01-21,organic,5
1206,958,2024-02-19,referral,12
1207,933,2024-02-09,organic,12
1208,96,2024-01-12,organic,6
1209,107,2024-01-15,organic,10
1210,632,2024-01-15,referral,6
1211,1637,2024-01-17,ads,14
1212,1639,2024-02-03,referral,8
1213,1702,2024-02-13,referral,8
1214,1950,2024-02-04,organic,6
1215,698,2024-02-08,organic,8
1216,32,2024-02-07,organic,7
1217,1517,2024-01-14,organic,1
1218,66,2024-02-24,ads,5
1219,1203,2024-02-28,organic,11
1220,779,2024-01-05,organic,10
1221,1467,2024-01-30,ads,10
1222,916,2024-01-04,ads,13
1223,549,2024-01-15,ads,10
1224,201,2024-02-08,organic,5
1225,1894,2024-02-04,ads,10
1226,49,2024-02-14,ads,14
1227,787,2024-01-10,organic,9
1228,951,2024-02-24,ads,7
1229,1704,2024-01-02,referral,7
1230,263,2024-02-13,organic,10
1231,1157,2024-02-29,organic,2
1232,1834,2024-01-24,organic,8
1233,344,2024-01-28,organic,3
1234,1200,2024-01-22,referral,9
1235,1415,2024-02-13,organic,6
1236,11,2024-02-01,ads,9
1237,201,2024-01-31,ads,9
1238,945,2024-01-19,ads,7
1239,926,2024-02-20,organic,10
1240,1833,2024-01-21,organic,12
1241,3,2024-01-03,organic,8
1242,1238,2024-01-06,organic,2
1243,808,2024-02-01,organic,5
1244,1331,2024-01-02,ads,3
1245,1568,2024-01-24,organic,1
1246,560,2024-02-14,ads,13
1247,1351,2024-02-28,organic,6
1248,1788,2024-02-29,ads,13
1249,199,2024-01-27,referral,12
1250,1940,2024-01-09,organic,9
1251,1625,2024-01-13,referral,2
1252,109,2024-02-24,ads,9
1253,1315,2024-01-14,ads,8
1254,108,2024-02-20,ads,11
1255,1432,2024-01-11,organic,9
1256,552,2024-01-14,organic,5
1257,973,2024-01-16,organic,13
1258,52,2024-01-10,ads,2
1259,112,2024-01-20,referral,10
1260,295,2024-01-16,ads,10
1261,1604,2024-02-29,organic,6
1262,1213,2024-02-27,ads,7
1263,1868,2024-02-03,ads,3
1264,1745,2024-02-26,organic,14
1265,65,2024-01-16,organic,6
1266,574,2024-01-14,organic,6
1267,465,2024-02-22,referral,8
1268,258,2024-01-28,ads,1
1269,1670,2024-01-18,organic,4
1270,1004,2024-01-26,organic,1
1271,634,2024-02-07,ads,8
1272,1355,2024-01-07,referral,2
1273,1525,2024-02-14,ads,8
1274,1707,2024-02-03,ads,3
1275,210,2024-02-16,organic,8
1276,1832,2024-02-18,ads,6
1277,89,2024-02-14,organic,1
1278,1703,2024-01-07,ads,7
1279,28,2024-02-02,organic,13
1280,238,2024-02-04,ads,7
1281,336,2024-02-21,organic,6
1282,63,2024-02-19,ads,1
1283,1984,2024-02-08,organic,5
1284,1791,2024-01-21,organic,1
1285,1932,2024-02-18,ads,1
1286,1577,2024-01-28,organic,6
1287,500,2024-02-01,referral,8
1288,1565,2024-02-13,ads,1
1289,791,2024-01-16,ads,2
1290,1493,2024-02-25,ads,5
1291,592,2024-01-10,referral,8
1292,1075,2024-01-23,ads,11
1293,1136,2024-02-17,referral,4
1294,1897,2024-02-21,organic,14
1295,301,2024-02-19,organic,5
1296,1114,2024-01-15,ads,10
1297,229,2024-02-24,organic,5
1298,150,2024-02-12,organic,3
1299,1779,2024-02-19,organic,6
1300,1162,2024-01-06,organic,5
1301,1159,2024-02-02,ads,2
1302,1481,2024-02-24,ads,14
1303,1625,2024-02-08,referral,10
1304,1518,2024-01-12,ads,14
1305,527,2024-02-21,organic,4
1306,333,2024-02-05,organic,11
1307,1386,2024-01-31,organic,4
1308,174,2024-01-10,ads,7
1309,1626,2024-02-22,organic,7
1310,1237,2024-02-03,organic,9
1311,1367,2024-02-10,referral,10
1312,61,2024-01-10,ads,12
1313,1900,2024-02-21,organic,2
1314,1756,2024-01-11,organic,6
1315,1085,2024-02-26,referral,2
1316,819,2024-01-14,referral,9
1317,1702,2024-01-03,organic,2
1318,524,2024-02-26,organic,6
1319,216,2024-02-02,ads,8
1320,1613,2024-01-07,ads,6
1321,1768,2024-01-04,ads,12
1322,624,2024-02-08,ads,3
1323,578,2024-02-17,referral,5
1324,694,2024-01-10,organic,4
1325,423,2024-01-15,organic,1
1326,716,2024-01-16,ads,5
1327,1447,2024-02-07,ads,10
1328,1395,2024-01-04,referral,12
1329,1230,2024-01-04,organic,5
1330,1310,2024-02-25,ads,7
1331,1129,2024-02-24,organic,12
1332,754,2024-02-05,ads,7
1333,747,2024-01-27,organic,2
1334,688,2024-01-22,ads,14
1335,723,2024-01-22,ads,4
1336,1567,2024-01-17,organic,1
1337,747,2024-02-14,organic,13
1338,242,2024-02-03,ads,5
1339,1515,2024-02-01,ads,5
1340,665,2024-02-21,organic,4
1341,708,2024-01-06,organic,10
1342,1522,2024-02-23,organic,12
1343,435,2024-02-02,referral,12
1344,781,2024-01-08,organic,7
1345,484,2024-02-19,organic,6
1346,1471,2024-02-22,ads,13
1347,384,2024-02-05,ads,10
1348,1534,2024-01-05,organic,3
1349,170,2024-01-05,referral,2
1350,1021,2024-02-16,ads,4
1351,950,2024-01-10,ads,9
1352,869,2024-02-09,organic,10
1353,323,2024-02-27,referral,5
1354,848,2024-01-07,organic,1
1355,1498,2024-01-12,organic,11
1356,1256,2024-01-30,organic,3
1357,696,2024-01-25,ads,9
1358,359,2024-01-28,ads,7
1359,1299,2024-02-12,ads,3
1360,1966,2024-01-13,organic,1
1361,1935,2024-02-16,ads,4
1362,32,2024-02-18,ads,9
1363,177,2024-01-22,organic,12
1364,917,2024-02-23,ads,7
1365,65,2024-01-18,organic,5
1366,1734,2024-01-27,ads,13
1367,27,2024-01-08,organic,11
1368,1687,2024-01-06,ads,14
1369,1839,2024-01-11,referral,6
1370,1503,2024-01-29,referral,1
1371,268,2024-02-27,organic,7
1372,597,2024-02-10,organic,12
1373,1012,2024-02-27,organic,5
1374,66,2024-01-05,referral,7
1375,133,2024-01-07,ads,5
1376,1929,2024-01-22,organic,5
1377,916,2024-02-28,organic,3
1378,1390,2024-02-16,referral,5
1379,82,2024-02-22,ads,8
1380,1917,2024-02-23,organic,14
1381,1855,2024-01-04,organic,8
1382,982,2024-02-01,organic,2
1383,1352,2024-01-19,ads,11
1384,1122,2024-02-14,referral,1
1385,585,2024-02-02,referral,2
1386,327,2024-01-01,organic,11
1387,542,2024-02-23,ads,7
1388,1149,2024-02-15,organic,3
1389,210,2024-02-10,organic,8
1390,1808,2024-02-25,referral,4
1391,1749,2024-02-13,organic,10
1392,133,2024-02-19,organic,10
1393,1527,2024-02-10,referral,8
1394,157,2024-01-08,organic,14
1395,1583,2024-02-01,ads,2
1396,1893,2024-01-30,referral,13
1397,875,2024-02-15,ads,14
1398,382,2024-01-28,organic,5
1399,1046,2024-02-10,organic,6
1400,974,2024-02-21,organic,1
1401,1977,2024-02-01,organic,14
1402,595,2024-01-25,ads,1
1403,1443,2024-02-03,organic,14
1404,472,2024-02-02,organic,9
1405,234,2024-01-13,ads,5
1406,572,2024-01-25,ads,14
1407,1478,2024-02-11,referral,4
1408,1724,2024-02-09,organic,14
1409,1594,2024-02-08,ads,1
1410,771,2024-02-25,ads,3
1411,1186,2024-02-13,organic,13
1412,301,2024-02-18,organic,4
1413,306,2024-02-26,organic,11
1414,2,2024-02-13,ads,11
1415,271,2024-02-17,organic,5
1416,421,2024-01-10,referral,14
1417,1167,2024-02-28,ads,10
1418,700,2024-02-26,referral,12
1419,864,2024-01-31,organic,14
1420,1877,2024-02-13,organic,5
1421,960,2024-01-11,organic,10
1422,994,2024-01-25,organic,8
1423,1760,2024-02-15,referral,13
1424,1010,2024-02-23,organic,13
1425,879,2024-02-21,organic,3
1426,692,2024-02-14,organic,7
1427,1559,2024-02-03,organic,14
1428,867,2024-02-28,ads,13
1429,1061,2024-01-20,ads,6
1430,107,2024-01-07,ads,10
1431,1321,2024-02-02,organic,11
1432,1765,2024-02-26,referral,10
1433,1849,2024-02-04,ads,10
1434,1121,2024-01-29,organic,11
1435,281,2024-02-21,organic,6
1436,1134,2024-01-12,referral,10
1437,549,2024-01-05,ads,9
1438,552,2024-01-12,ads,14
1439,1621,2024-01-29,organic,7
1440,1838,2024-02-04,organic,13
1441,188,2024-01-20,ads,11
1442,752,2024-02-06,ads,7
1443,870,2024-02-29,ads,11
1444,1512,2024-01-01,ads,14
1445,1378,2024-01-16,organic,1
1446,19,2024-01-30,ads,1
1447,859,2024-01-09,referral,9
1448,1417,2024-02-11,referral,9
1449,1861,2024-01-10,organic,12
1450,1285,2024-01-13,organic,11
1451,985,2024-02-17,ads,10
1452,410,2024-01-20,ads,3
1453,1427,2024-01-29,ads,11
1454,1694,2024-02-26,referral,11
1455,484,2024-01-04,ads,8
1456,1328,2024-02-15,ads,9
1457,624,2024-02-18,organic,1
1458,656,2024-01-28,organic,12
1459,768,2024-02-06,organic,14
1460,1991,2024-01-13,referral,3
1461,18,2024-02-26,organic,13
1462,184,2024-01-03,organic,6
1463,405,2024-02-06,ads,4
1464,799,2024-02-17,ads,8
1465,1921,2024-01-19,ads,9
1466,1155,2024-01-28,organic,7
1467,479,2024-01-19,ads,11
1468,1817,2024-01-17,organic,1
1469,1781,2024-01-18,organic,14
1470,8,2024-01-18,organic,2
1471,705,2024-02-26,organic,1
1472,1342,2024-01-23,organic,9
1473,1415,2024-02-09,ads,4
1474,1543,2024-02-19,organic,10
1475,1160,2024-01-09,ads,14
1476,531,2024-01-29,organic,8
1477,913,2024-02-20,organic,5
1478,1675,2024-02-11,ads,5
1479,1391,2024-01-29,referral,5
1480,1513,2024-01-02,referral,11
1481,689,2024-02-29,referral,5
1482,1035,2024-01-17,ads,3
1483,553,2024-02-26,ads,6
1484,446,2024-02-25,ads,14
1485,1138,2024-02-14,ads,1
1486,1716,2024-01-31,organic,8
1487,706,2024-01-28,ads,13
1488,196,2024-02-12,organic,4
1489,860,2024-02-17,organic,6
1490,1761,2024-02-21,ads,2
1491,1867,2024-02-08,organic,2
1492,1347,2024-02-29,organic,8
1493,1960,2024-01-30,organic,14
1494,1797,2024-02-04,referral,1
1495,1536,2024-02-17,organic,8
1496,628,2024-02-20,organic,10
1497,981,2024-01-20,referral,10
1498,1686,2024-01-16,organic,1
1499,630,2024-02-03,organic,9
1500,1189,2024-01-14,organic,1
1501,1276,2024-01-26,organic,4
1502,1803,2024-01-20,organic,9
1503,44,2024-02-11,organic,1
1504,1494,2024-02-20,organic,9
1505,489,2024-01-24,ads,14
1506,181,2024-02-12,ads,8
1507,1101,2024-01-18,ads,5
1508,374,2024-02-12,organic,6
1509,628,2024-01-09,organic,5
1510,957,2024-01-19,ads,4
1511,67,2024-01-20,organic,12
1512,1549,2024-02-11,referral,10
1513,1116,2024-01-30,organic,14
1514,1782,2024-01-26,ads,13
1515,779,2024-01-31,organic,12
1516,651,2024-02-04,organic,4
1517,1877,2024-01-03,ads,14
1518,1268,2024-02-25,ads,10
1519,341,2024-02-09,organic,8
1520,903,2024-01-29,referral,8
1521,1809,2024-01-06,organic,9
1522,1328,2024-02-21,organic,3
1523,398,2024-01-01,ads,10
1524,703,2024-02-21,ads,8
1525,1472,2024-01-24,referral,3
1526,97,2024-02-07,organic,2
1527,1355,2024-02-03,organic,2
1528,1229,2024-02-20,ads,9
1529,449,2024-02-29,organic,4
1530,1442,2024-01-07,organic,5
1531,1673,2024-01-11,organic,2
1532,77,2024-01-11,organic,9
1533,896,2024-02-05,organic,7
1534,549,2024-01-20,organic,3
1535,798,2024-01-16,ads,6
1536,1449,2024-01-05,ads,7
1537,1453,2024-01-24,organic,14
1538,1509,2024-01-30,organic,12
1539,815,2024-01-30,organic,6
1540,1022,2024-02-08,organic,10
1541,135,2024-02-26,ads,11
1542,654,2024-02-17,referral,10
1543,1278,2024-02-16,ads,6
1544,1584,2024-02-06,ads,13
1545,1279,2024-02-02,organic,8
1546,646,2024-01-20,organic,14
1547,1826,2024-02-23,referral,8
1548,720,2024-01-22,referral,5
1549,1523,2024-02-10,organic,14
1550,613,2024-02-27,organic,4
1551,484,2024-01-21,ads,11
1552,1070,2024-02-06,organic,5
1553,1467,2024-02-23,ads,9
1554,1606,2024-01-27,ads,12
1555,648,2024-02-07,organic,10
1556,792,2024-02-04,referral,6
1557,579,2024-02-07,referral,3
1558,1028,2024-02-09,referral,3
1559,1760,2024-02-29,organic,14
1560,1,2024-01-06,organic,1
1561,1314,2024-02-01,ads,5
1562,109,2024-01-16,organic,6
1563,1801,2024-01-28,organic,8
1564,1599,2024-01-16,organic,11
1565,460,2024-01-27,ads,9
1566,266,2024-02-22,organic,7
1567,1162,2024-01-03,organic,1
1568,1458,2024-02-18,organic,7
1569,44,2024-01-21,ads,10
1570,886,2024-02-07,ads,9
1571,1534,2024-02-07,organic,4
1572,944,2024-01-30,referral,11
1573,983,2024-01-22,organic,12
1574,262,2024-01-19,ads,7
1575,728,2024-01-31,ads,9
1576,633,2024-01-20,ads,1
1577,152,2024-02-16,organic,12
1578,213,2024-01-19,referral,10
1579,1016,2024-01-02,referral,9
1580,1258,2024-02-09,ads,4
1581,863,2024-02-08,organic,12
1582,623,2024-01-27,organic,8
1583,1978,2024-01-08,ads,3
1584,361,2024-02-14,organic,2
1585,320,2024-02-23,ads,13
1586,222,2024-01-27,organic,12
1587,1976,2024-01-15,ads,8
1588,1762,2024-01-12,organic,8
1589,210,2024-02-16,organic,3
1590,1420,2024-01-14,organic,13
1591,931,2024-01-07,organic,8
1592,1607,2024-01-17,ads,11
1593,489,2024-01-26,ads,11
1594,1896,2024-02-06,ads,6
1595,601,2024-01-20,ads,10
1596,774,2024-01-10,ads,9
1597,1985,2024-01-19,organic,10
1598,878,2024-01-18,organic,13
1599,1488,2024-01-30,organic,6
1600,700,2024-01-30,ads,8
1601,1648,2024-01-25,organic,2
1602,452,2024-01-24,organic,1
1603,413,2024-01-10,ads,10
1604,1958,2024-01-02,referral,10
1605,1775,2024-02-07,ads,2
1606,476,2024-02-01,ads,12
1607,256,2024-02-04,ads,4
1608,1174,2024-02-20,organic,10
1609,127,2024-02-06,ads,9
1610,392,2024-01-07,ads,7
1611,1855,2024-01-07,organic,9
1612,480,2024-01-27,organic,9
1613,993,2024-01-10,organic,9
1614,1421,2024-02-02,organic,8
1615,923,2024-02-12,referral,6
1616,402,2024-02-24,organic,14
1617,274,2024-01-07,organic,11
1618,845,2024-01-06,referral,10
1619,1982,2024-01-06,ads,7
1620,1934,2024-01-13,ads,2
1621,139,2024-02-17,referral,11
1622,103,2024-01-13,organic,1
1623,1266,2024-01-02,ads,13
1624,1141,2024-01-19,organic,5
1625,1238,2024-02-20,organic,8
1626,484,2024-01-19,organic,3
1627,529,2024-02-19,organic,7
1628,1715,2024-02-26,referral,5
1629,224,2024-02-07,referral,12
1630,1294,2024-01-02,referral,10
1631,1849,2024-02-20,organic,13
1632,1885,2024-01-26,referral,8
1633,1158,2024-01-06,ads,6
1634,114,2024-01-20,organic,6
1635,1465,2024-01-23,ads,7
1636,644,2024-02-23,organic,7
1637,651,2024-01-15,organic,4
1638,1389,2024-01-06,ads,10
1639,1256,2024-01-28,ads,12
1640,458,2024-02-04,organic,10
1641,375,2024-01-11,ads,10
1642,1628,2024-01-08,referral,13
1643,1803,2024-02-26,ads,8
1644,611,2024-02-23,organic,6
1645,207,2024-02-19,organic,11
1646,1544,2024-02-18,organic,13
1647,1492,2024-02-20,referral,8
1648,1906,2024-02-20,organic,7
1649,1467,2024-01-24,organic,1
1650,917,2024-01-21,organic,4
1651,321,2024-02-18,referral,7
1652,93,2024-02-28,ads,9
