order_id,user_id,order_value,order_status,order_time
826,538,4611,failed,2024-01-18
827,1887,1920,failed,2024-01-25
828,1356,5733,success,2024-01-03
829,1093,1516,failed,2024-01-25
830,1818,5009,success,2024-02-27
831,1306,1664,success,2024-01-21
832,688,2248,failed,2024-01-31
833,1225,838,success,2024-02-15
834,1530,2702,success,2024-02-18
835,854,5017,failed,2024-02-11
836,1448,991,failed,2024-01-16
837,1830,537,success,2024-02-21
838,396,3750,success,2024-01-22
839,43,3722,success,2024-02-20
840,619,5251,success,2024-01-29
841,714,5665,success,2024-01-12
842,1085,3058,failed,2024-02-23
843,1173,1439,success,2024-02-15
844,251,3267,success,2024-02-12
845,1833,1923,failed,2024-01-01
846,1265,2957,success,2024-01-26
847,1291,4828,failed,2024-01-10
848,385,1709,cancelled,2024-01-25
849,945,3419,success,2024-01-25
850,510,5334,cancelled,2024-02-12
851,1997,3768,success,2024-01-04
852,997,4236,success,2024-01-18
853,504,1886,success,2024-02-29
854,1042,1362,failed,2024-02-12
855,458,2538,success,2024-01-08
856,1540,2757,success,2024-01-07
857,944,4570,success,2024-01-17
858,1599,3507,success,2024-01-06
859,633,3043,success,2024-02-11
860,1321,1428,success,2024-02-13
861,1190,5600,success,2024-01-21
862,239,2678,success,2024-01-02
863,143,935,success,2024-01-13
864,1027,3405,success,2024-02-01
865,1049,5455,success,2024-01-13
866,1728,2712,failed,2024-01-29
867,240,2618,success,2024-01-05
868,1615,1807,success,2024-02-23
869,71,5651,success,2024-01-26
870,833,668,success,2024-02-07
871,1820,919,success,2024-02-01
872,918,4681,failed,2024-02-17
873,1524,4476,failed,2024-01-18
874,1684,5124,success,2024-01-17
875,605,5341,cancelled,2024-01-20
876,482,638,success,2024-01-15
877,600,800,success,2024-02-29
878,961,3404,success,2024-01-15
879,1070,1028,cancelled,2024-02-16
880,308,3022,success,2024-01-04
881,1557,4205,success,2024-01-09
882,522,4138,cancelled,2024-02-13
883,1720,5880,failed,2024-02-15
884,1152,606,success,2024-02-02
885,1830,4203,success,2024-02-28
886,1385,5952,success,2024-01-10
887,1267,4334,success,2024-02-16
888,776,2361,success,2024-02-12
889,90,541,success,2024-01-01
890,1823,630,success,2024-02-09
891,983,3668,success,2024-02-22
892,1228,1333,failed,2024-01-09
893,128,5904,failed,2024-01-22
894,365,5498,success,2024-01-26
895,205,2143,success,2024-02-04
896,637,1701,cancelled,2024-02-02
897,1892,1288,success,2024-01-10
898,326,1740,success,2024-02-07
899,744,4988,success,2024-02-28
900,1944,2859,success,2024-01-19
901,710,5112,failed,2024-01-04
902,441,4048,success,2024-01-19
903,874,2318,cancelled,2024-01-07
904,55,2138,cancelled,2024-01-12
905,139,1799,success,2024-01-27
906,577,1139,cancelled,2024-02-01
907,1580,784,cancelled,2024-01-27
908,601,1770,failed,2024-02-26
909,1370,5830,success,2024-01-21
910,1171,3668,success,2024-02-23
911,1586,1147,success,2024-01-05
912,387,3729,success,2024-01-19
913,619,3823,failed,2024-02-20
914,1641,3413,cancelled,2024-02-21
915,1469,4980,failed,2024-02-22
916,400,1990,failed,2024-01-07
917,1280,1514,success,2024-01-14
918,1689,3333,success,2024-01-09
919,1328,4906,success,2024-02-06
920,634,3140,success,2024-02-19
921,1100,605,success,2024-01-09
922,1292,3090,success,2024-01-05
923,1212,2611,success,2024-02-23
924,463,5895,success,2024-02-17
925,1299,2832,success,2024-01-09
926,1042,4510,success,2024-02-21
927,122,4552,success,2024-02-12
928,280,2730,success,2024-01-30
929,128,1425,cancelled,2024-01-14
930,585,3092,failed,2024-02-29
931,111,3205,failed,2024-01-03
932,35,3492,failed,2024-02-21
933,229,4776,success,2024-01-24
934,1260,4861,cancelled,2024-01-28
935,257,1876,cancelled,2024-02-08
936,447,5082,success,2024-02-24
937,160,5486,success,2024-01-11
938,1361,1413,cancelled,2024-01-17
939,863,4144,success,2024-01-18
940,1486,3452,failed,2024-02-20
941,1603,3213,success,2024-01-17
942,734,5604,success,2024-01-25
943,738,3092,success,2024-02-10
944,110,1539,cancelled,2024-01-14
945,642,2374,success,2024-01-21
946,1125,1022,success,2024-01-11
947,985,3553,success,2024-02-16
948,144,5727,success,2024-01-27
949,992,5211,success,2024-01-04
950,1283,4913,success,2024-02-20
951,1964,2189,success,2024-02-10
952,294,1642,success,2024-02-03
953,851,2548,success,2024-02-09
954,642,1241,failed,2024-01-07
955,652,5375,success,2024-01-18
956,1985,812,success,2024-02-29
957,1525,3644,failed,2024-01-19
958,1484,1106,failed,2024-01-18
959,1384,4742,success,2024-01-15
960,1076,2131,success,2024-01-11
961,142,4882,success,2024-01-12
962,1740,521,failed,2024-02-04
963,797,3527,success,2024-02-05
964,248,4716,success,2024-02-22
965,1751,5695,success,2024-02-19
966,1586,5702,success,2024-01-12
967,1186,2904,success,2024-01-16
968,1795,3125,success,2024-02-29
969,597,3831,success,2024-01-28
970,1669,5265,success,2024-02-13
971,33,1453,failed,2024-02-08
972,619,4521,success,2024-02-13
973,38,4408,success,2024-02-05
974,1478,5114,cancelled,2024-02-28
975,523,4159,success,2024-01-30
976,1543,2652,success,2024-01-16
977,302,702,cancelled,2024-01-16
978,251,4591,success,2024-02-18
979,610,2330,cancelled,2024-01-20
980,1997,694,success,2024-01-09
981,1550,4554,success,2024-02-15
982,1322,2138,success,2024-01-05
983,1843,715,success,2024-01-31
984,1613,2516,failed,2024-01-18
985,1060,3281,success,2024-02-13
986,1514,1175,failed,2024-01-22
987,393,3446,cancelled,2024-02-08
988,20,3641,success,2024-01-02
989,55,5291,success,2024-02-27
990,1545,5175,success,2024-02-19
991,820,3712,success,2024-02-27
992,100,3492,success,2024-01-03
993,1799,5358,success,2024-02-16
994,1399,1758,success,2024-01-28
995,1851,1462,success,2024-01-11
996,1843,5974,cancelled,2024-01-10
997,1287,5087,success,2024-01-20
998,1061,3362,success,2024-01-31
999,734,4163,success,2024-02-22
1000,1821,5643,success,2024-02-20
1001,257,3801,success,2024-02-14
1002,1693,3384,success,2024-02-17
1003,122,999,success,2024-02-21
1004,1509,5766,cancelled,2024-02-24
1005,1174,3002,success,2024-01-22
1006,519,5819,success,2024-01-18
1007,1050,4407,success,2024-01-12
1008,639,747,success,2024-01-15
1009,828,1747,success,2024-02-24
1010,363,3809,success,2024-02-03
1011,1406,3167,success,2024-02-14
1012,962,2227,success,2024-01-28
1013,1820,4324,success,2024-02-13
1014,1040,3156,success,2024-01-15
1015,1974,4349,success,2024-02-29
1016,1156,5847,failed,2024-02-04
1017,1976,3106,success,2024-01-17
1018,1887,2264,success,2024-02-07
1019,67,4046,success,2024-01-11
1020,1917,1875,success,2024-01-26
1021,1786,5547,success,2024-01-29
1022,1914,5052,success,2024-02-21
1023,829,4901,success,2024-01-25
1024,772,1783,success,2024-01-04
1025,1329,4068,cancelled,2024-01-27
1026,1589,3454,failed,2024-02-11
1027,664,5643,success,2024-01-22
1028,1490,4834,success,2024-01-24
1029,1032,5778,success,2024-02-22
1030,857,4389,success,2024-01-19
1031,1172,5963,success,2024-02-10
1032,1234,1899,success,2024-01-27
1033,997,3659,success,2024-01-19
1034,1478,3822,failed,2024-02-16
1035,1335,2409,success,2024-02-10
1036,1645,5975,failed,2024-01-13
1037,671,4755,success,2024-01-31
1038,1723,3650,failed,2024-01-02
1039,1448,2862,success,2024-01-27
1040,1887,4053,success,2024-01-08
1041,1682,5338,success,2024-01-12
1042,480,3071,failed,2024-01-29
1043,121,3165,success,2024-01-29
1044,303,1397,success,2024-01-22
1045,278,3561,success,2024-01-30
1046,1600,3365,success,2024-01-09
1047,875,5414,success,2024-01-05
1048,842,2450,success,2024-02-05
1049,333,3300,cancelled,2024-01-13
1050,955,652,success,2024-02-16
1051,1959,2794,success,2024-01-02
1052,755,4908,success,2024-02-02
1053,1684,3471,success,2024-01-04
1054,933,4384,success,2024-02-25
1055,1676,781,success,2024-01-10
1056,1730,2743,success,2024-02-26
1057,907,4624,failed,2024-02-02
1058,1325,2626,success,2024-01-02
1059,1014,5333,failed,2024-01-12
1060,1746,2416,success,2024-01-16
1061,1486,5972,cancelled,2024-02-29
1062,442,2115,success,2024-02-04
1063,1414,3064,success,2024-02-25
1064,415,4071,cancelled,2024-02-28
1065,375,1365,success,2024-01-09
1066,923,3465,success,2024-01-03
1067,1229,536,cancelled,2024-01-28
1068,1429,4669,success,2024-02-21
1069,285,1644,success,2024-01-16
1070,504,2066,cancelled,2024-02-09
1071,1583,2285,success,2024-01-19
1072,885,789,success,2024-01-11
1073,76,5160,success,2024-02-07
1074,1951,5958,success,2024-02-15
1075,1587,2136,cancelled,2024-01-31
1076,1308,5128,success,2024-01-01
1077,1540,1931,success,2024-02-13
1078,1583,4179,success,2024-02-24
1079,1387,4433,success,2024-01-30
1080,152,3800,failed,2024-01-21
1081,444,1284,success,2024-01-15
1082,1719,5409,success,2024-01-16
1083,1358,2775,success,2024-01-04
1084,586,4754,success,2024-01-24
1085,1313,1701,cancelled,2024-02-09
1086,1734,798,failed,2024-01-23
1087,521,1028,success,2024-01-17
1088,209,4417,success,2024-02-27
1089,2000,4281,success,2024-02-23
1090,363,3281,success,2024-02-04
1091,5,5541,failed,2024-02-25
1092,118,2446,success,2024-01-26
1093,613,4123,failed,2024-02-04
1094,653,4632,success,2024-01-15
1095,404,5251,success,2024-01-15
1096,438,576,success,2024-01-27
1097,445,5058,cancelled,2024-01-08
1098,667,2061,success,2024-02-22
1099,1012,4014,success,2024-01-15
1100,245,3024,success,2024-02-22
1101,1513,2228,success,2024-01-08
1102,1918,4500,success,2024-02-20
1103,4,623,success,2024-01-04
1104,532,5461,cancelled,2024-01-01
1105,1840,4915,success,2024-01-25
1106,1795,3029,success,2024-02-04
1107,1038,1904,success,2024-01-08
1108,810,2228,success,2024-02-18
1109,1634,3380,failed,2024-01-17
1110,1335,3027,success,2024-01-28
1111,1129,5296,success,2024-01-06
1112,20,2675,cancelled,2024-02-29
1113,136,3781,success,2024-02-12
1114,1932,3380,success,2024-01-06
1115,477,1393,cancelled,2024-02-24
1116,945,785,success,2024-01-01
1117,1065,1244,success,2024-01-03
1118,605,2161,failed,2024-02-21
1119,1109,1103,success,2024-01-09
1120,600,2506,success,2024-01-15
1121,108,3197,failed,2024-02-09
1122,1224,4448,cancelled,2024-01-20
1123,1390,4063,success,2024-01-16
1124,548,4665,success,2024-01-10
1125,1225,5392,success,2024-01-14
1126,733,2945,success,2024-02-24
1127,888,3449,success,2024-01-16
1128,9,2847,success,2024-01-15
1129,1395,3565,success,2024-02-10
1130,1863,3946,success,2024-01-26
1131,1235,1543,success,2024-01-10
1132,412,1470,success,2024-02-09
1133,1629,949,success,2024-02-29
1134,96,4940,success,2024-01-12
1135,1491,4226,success,2024-02-06
1136,1609,4586,cancelled,2024-01-14
1137,1301,2818,success,2024-01-25
1138,1266,3582,cancelled,2024-01-30
1139,1000,5030,success,2024-02-22
1140,1824,532,success,2024-01-30
1141,1988,5208,success,2024-02-28
1142,1491,1904,success,2024-02-04
1143,818,4508,failed,2024-01-15
1144,1606,5977,success,2024-01-31
1145,1756,3050,success,2024-02-07
1146,1578,830,failed,2024-02-29
1147,1879,4586,success,2024-02-20
1148,957,5420,success,2024-01-18
1149,1876,819,success,2024-01-07
1150,1720,700,failed,2024-01-03
1151,285,5182,success,2024-01-05
1152,23,3476,success,2024-01-25
1153,725,1556,failed,2024-01-16
1154,1062,5198,success,2024-01-15
1155,251,1413,failed,2024-01-20
1156,1909,3889,cancelled,2024-02-10
1157,1018,4386,success,2024-02-29
1158,688,1617,success,2024-01-22
1159,1279,816,success,2024-02-04
1160,1587,4931,success,2024-01-27
1161,1232,1547,failed,2024-01-12
1162,1350,2228,success,2024-02-02
1163,350,4414,success,2024-01-24
1164,1925,4671,success,2024-01-26
1165,101,4877,success,2024-02-21
1166,1343,2374,success,2024-02-07
1167,1056,1460,success,2024-02-03
1168,1341,3816,success,2024-01-13
1169,1614,5297,success,2024-01-28
1170,1132,5959,success,2024-01-20
1171,1847,3839,success,2024-01-08
1172,41,4235,success,2024-02-19
1173,215,3027,failed,2024-02-23
1174,1651,5402,success,2024-01-16
1175,282,5257,success,2024-02-03
1176,1266,751,success,2024-02-25
1177,1574,5825,failed,2024-02-01
1178,803,4087,cancelled,2024-02-17
1179,792,3600,success,2024-01-30
1180,794,2681,failed,2024-02-04
1181,271,4642,success,2024-01-16
1182,839,2090,cancelled,2024-02-17
1183,1095,2523,success,2024-01-09
1184,1924,3293,success,2024-02-23
1185,71,1114,failed,2024-01-31
1186,825,1513,success,2024-01-19
1187,1962,745,success,2024-02-12
1188,1553,908,success,2024-02-03
1189,889,3232,success,2024-01-16
1190,1108,3707,failed,2024-01-24
1191,536,4350,failed,2024-01-16
1192,596,3956,success,2024-01-15
1193,1624,1977,failed,2024-01-31
1194,359,2905,success,2024-02-21
1195,499,3215,success,2024-02-25
1196,1654,2940,success,2024-01-07
1197,951,597,success,2024-02-13
1198,301,3620,success,2024-01-15
1199,1273,2485,success,2024-01-02
1200,136,4506,success,2024-02-08
1201,1088,2608,failed,2024-02-21
1202,151,5862,success,2024-01-22
1203,641,1895,success,2024-01-24
1204,1075,5430,success,2024-01-25
1205,1283,926,failed,2024-01-12
1206,914,2720,success,2024-02-21
1207,514,2076,failed,2024-02-20
1208,996,1105,success,2024-01-14
1209,19,646,success,2024-02-03
1210,1115,799,success,2024-02-15
1211,1752,5645,success,2024-01-20
1212,174,3465,success,2024-01-14
1213,953,1048,success,2024-01-18
1214,589,3512,success,2024-02-04
1215,642,4574,success,2024-01-17
1216,1629,4801,cancelled,2024-02-17
1217,679,3009,success,2024-02-14
1218,1578,1980,success,2024-01-23
1219,1633,875,success,2024-01-22
1220,240,5822,success,2024-02-18
1221,710,1405,success,2024-01-31
1222,365,5266,success,2024-01-29
1223,1266,3368,success,2024-01-25
1224,1487,1682,success,2024-02-01
1225,83,1155,cancelled,2024-01-31
1226,1935,5976,success,2024-01-06
1227,597,4894,failed,2024-02-06
1228,82,622,success,2024-01-17
1229,1744,3838,success,2024-02-16
1230,308,4515,success,2024-01-31
1231,698,2154,success,2024-02-27
1232,722,1947,success,2024-01-21
1233,1572,2100,failed,2024-01-02
1234,1123,3757,success,2024-01-07
1235,612,654,cancelled,2024-01-27
1236,1010,2716,success,2024-01-22
1237,943,1409,success,2024-01-04
1238,1894,4935,cancelled,2024-01-27
1239,744,722,success,2024-02-20
1240,311,3061,success,2024-02-14
1241,9,4037,success,2024-02-01
1242,76,5320,success,2024-01-21
1243,513,5708,success,2024-02-04
1244,957,1536,success,2024-01-09
1245,71,5655,success,2024-01-28
1246,917,4164,success,2024-02-23
1247,354,1215,success,2024-01-10
1248,1387,3997,success,2024-02-19
1249,1674,713,success,2024-01-23
1250,195,2443,success,2024-01-24
1251,200,514,success,2024-02-26
1252,511,4730,success,2024-02-17
1253,1927,4464,cancelled,2024-01-04
1254,77,5022,success,2024-01-17
1255,1571,4109,success,2024-02-17
1256,1855,2080,success,2024-01-24
1257,1652,3087,success,2024-02-27
1258,601,3432,success,2024-01-01
1259,321,5462,failed,2024-02-06
1260,1845,2592,success,2024-01-02
1261,142,2331,success,2024-02-09
1262,1240,5690,failed,2024-02-17
1263,528,2843,cancelled,2024-02-22
1264,1480,3325,success,2024-01-06
1265,233,3542,success,2024-01-14
1266,460,3824,success,2024-02-24
1267,1390,1315,success,2024-02-05
1268,293,1184,failed,2024-01-21
1269,1802,4323,cancelled,2024-01-25
1270,1725,5093,success,2024-02-23
1271,1252,2694,success,2024-01-08
1272,154,3691,success,2024-02-21
1273,1936,5101,success,2024-01-27
1274,1149,1551,success,2024-01-14
1275,1226,1951,success,2024-01-04
1276,1070,2506,success,2024-02-15
1277,117,4617,success,2024-01-08
1278,1836,5705,success,2024-01-27
1279,213,2847,cancelled,2024-01-19
1280,1894,4185,success,2024-01-30
1281,1795,995,success,2024-01-28
1282,597,2578,failed,2024-01-27
1283,549,1614,success,2024-02-06
1284,1777,3832,success,2024-02-13
1285,398,5085,success,2024-01-03
1286,1287,1523,success,2024-02-18
1287,1002,2744,success,2024-01-28
1288,716,626,success,2024-01-19
1289,1685,2373,success,2024-02-07
1290,1429,2640,success,2024-01-27
1291,1385,5038,success,2024-02-23
1292,1287,4240,success,2024-01-23
1293,1208,4824,failed,2024-01-19
1294,956,2852,cancelled,2024-02-26
1295,197,2035,failed,2024-01-13
1296,828,1908,success,2024-02-27
1297,1414,1398,success,2024-01-30
1298,409,1427,success,2024-02-10
1299,209,778,cancelled,2024-02-19
1300,5,4574,success,2024-02-15
1301,1506,3909,success,2024-01-08
1302,1370,4574,success,2024-01-29
1303,383,727,success,2024-02-12
1304,812,2541,success,2024-02-19
1305,1115,4558,success,2024-02-19
1306,1647,1123,failed,2024-02-16
1307,1745,5959,success,2024-01-06
1308,1748,1411,success,2024-02-25
1309,1053,2660,success,2024-01-17
1310,443,3133,success,2024-01-29
1311,1798,2010,success,2024-02-25
1312,1615,2168,success,2024-02-09
1313,1065,5086,success,2024-02-21
1314,1928,1640,success,2024-02-17
1315,356,4694,cancelled,2024-02-23
1316,1109,1348,success,2024-01-02
1317,552,5414,cancelled,2024-02-02
1318,544,5585,failed,2024-02-28
1319,1487,5495,success,2024-02-14
1320,1022,4584,success,2024-02-08
1321,1711,1554,success,2024-02-24
1322,1017,1680,cancelled,2024-02-20
1323,899,5544,success,2024-02-04
1324,665,4099,success,2024-01-31
1325,1498,4650,success,2024-01-12
1326,1456,5580,success,2024-01-31
1327,543,1541,success,2024-01-26
1328,1781,2456,success,2024-02-13
1329,608,4143,success,2024-02-01
1330,1839,5904,success,2024-02-18
1331,1526,1742,success,2024-02-29
1332,852,4178,cancelled,2024-02-18
1333,105,3786,cancelled,2024-02-19
1334,576,3165,failed,2024-02-27
1335,47,4940,success,2024-02-29
1336,260,1065,failed,2024-01-03
1337,1952,1472,success,2024-01-20
1338,1209,836,success,2024-02-25
1339,1273,5664,success,2024-02-22
1340,1747,2138,cancelled,2024-02-16
1341,146,2471,success,2024-01-02
1342,294,2415,success,2024-02-08
1343,194,1652,success,2024-02-25
1344,1859,4778,success,2024-02-14
1345,1958,733,cancelled,2024-01-13
1346,1343,3426,failed,2024-01-29
1347,1970,5920,failed,2024-02-20
1348,815,3077,success,2024-01-06
1349,762,3805,success,2024-02-11
1350,1682,2151,success,2024-01-08
1351,1278,1916,success,2024-01-26
1352,1157,3149,success,2024-02-23
1353,1520,5695,success,2024-01-10
1354,380,1154,success,2024-02-07
1355,1686,5991,cancelled,2024-02-25
1356,614,3009,cancelled,2024-02-13
1357,1390,4604,success,2024-01-01
1358,1306,1682,success,2024-01-02
1359,555,2133,success,2024-02-12
1360,736,1909,success,2024-02-04
1361,980,4697,failed,2024-02-24
1362,417,4704,success,2024-01-01
1363,522,5209,success,2024-01-04
1364,375,2925,success,2024-01-03
1365,1915,1140,failed,2024-01-24
1366,467,1504,success,2024-02-24
1367,1578,4554,failed,2024-01-17
1368,581,3252,success,2024-01-27
1369,1035,867,success,2024-01-25
1370,1676,762,success,2024-02-28
1371,397,2081,failed,2024-01-20
1372,1195,3480,success,2024-02-08
1373,674,3942,success,2024-02-13
1374,170,5284,success,2024-02-23
1375,1962,1275,success,2024-02-20
1376,435,5424,failed,2024-01-30
1377,940,2711,success,2024-01-06
1378,957,2421,success,2024-01-07
1379,1687,874,success,2024-01-27
1380,544,2592,success,2024-01-05
1381,1419,5223,success,2024-01-26
1382,588,3961,success,2024-02-05
1383,1576,1765,success,2024-01-11
1384,1342,3480,success,2024-02-23
1385,1043,3500,success,2024-02-11
1386,1752,3007,failed,2024-02-25
1387,865,2566,success,2024-01-23
1388,1364,5927,failed,2024-01-03
1389,1741,2256,success,2024-02-19
1390,478,4642,failed,2024-01-15
1391,671,2256,success,2024-02-27
1392,1532,3366,success,2024-02-13
1393,1446,3370,success,2024-02-22
1394,1670,3464,success,2024-01-25
1395,1052,4500,success,2024-01-16
1396,1563,4872,success,2024-02-28
1397,747,1900,success,2024-02-01
1398,1524,3363,success,2024-01-26
1399,1734,1663,success,2024-01-05
1400,1996,5230,success,2024-01-10
1401,1973,1078,success,2024-01-11
1402,918,4731,cancelled,2024-02-02
1403,1837,4329,failed,2024-01-28
1404,104,2135,success,2024-02-26
1405,34,5859,success,2024-01-16
1406,498,4630,success,2024-02-13
1407,1726,2506,success,2024-01-02
1408,245,5507,success,2024-01-29
1409,1412,2313,success,2024-02-13
1410,1768,4552,success,2024-01-02
1411,323,1073,cancelled,2024-01-22
1412,321,2671,success,2024-01-11
1413,823,4133,success,2024-02-04
1414,1553,4079,success,2024-02-01
1415,579,5287,cancelled,2024-02-06
1416,380,2587,success,2024-02-16
1417,1713,3003,success,2024-01-05
1418,459,4026,failed,2024-01-27
1419,1762,2909,failed,2024-02-20
1420,1087,1749,success,2024-01-12
1421,862,4113,cancelled,2024-01-08
1422,34,2855,success,2024-01-03
1423,34,1740,success,2024-02-01
1424,949,4098,success,2024-01-22
1425,1267,572,success,2024-01-28
1426,1020,984,success,2024-01-26
1427,1495,5084,failed,2024-02-14
1428,1359,2761,failed,2024-01-21
1429,1957,922,success,2024-01-11
1430,1680,2907,cancelled,2024-01-27
1431,1948,2927,success,2024-02-12
1432,1381,4976,success,2024-01-07
1433,1722,5582,success,2024-02-07
1434,976,4742,success,2024-02-12
1435,1491,5437,success,2024-01-09
1436,937,885,cancelled,2024-02-16
1437,758,4661,success,2024-02-17
1438,33,2627,success,2024-02-28
1439,1313,2835,cancelled,2024-02-03
1440,886,5017,failed,2024-02-28
1441,1690,5095,success,2024-02-12
1442,953,4877,success,2024-01-26
1443,494,3667,success,2024-01-06
1444,811,5858,success,2024-01-12
1445,1652,4005,cancelled,2024-02-27
1446,784,3567,failed,2024-02-27
1447,895,3281,success,2024-02-06
1448,1148,3442,cancelled,2024-02-26
1449,1959,571,success,2024-02-19
1450,991,5257,failed,2024-02-13
1451,968,756,success,2024-02-09
1452,43,2110,success,2024-02-24
1453,1154,1817,success,2024-01-01
1454,429,2218,success,2024-02-04
1455,1782,3193,success,2024-01-04
1456,1673,1779,failed,2024-02-09
1457,568,2353,cancelled,2024-02-19
1458,378,1797,success,2024-01-08
1459,115,1349,success,2024-01-02
1460,344,3642,success,2024-01-12
1461,636,4499,success,2024-02-20
1462,1369,4619,failed,2024-01-08
1463,754,5091,success,2024-02-28
1464,1583,1385,cancelled,2024-02-10
1465,105,5866,success,2024-02-29
1466,719,1446,success,2024-01-31
1467,1473,895,cancelled,2024-01-21
1468,40,5453,success,2024-01-31
1469,1717,5061,success,2024-02-01
1470,1557,4407,success,2024-01-20
1471,226,714,success,2024-02-16
1472,874,4304,success,2024-01-19
1473,1437,2480,success,2024-02-16
1474,1844,5426,success,2024-01-30
1475,1861,3519,success,2024-02-20
1476,579,4376,success,2024-01-09
1477,1823,895,failed,2024-01-20
1478,1322,2819,failed,2024-01-18
1479,454,1343,success,2024-02-17
1480,1146,2164,success,2024-01-13
1481,1036,4511,success,2024-02-29
1482,742,1752,success,2024-01-30
1483,1412,5744,success,2024-02-16
1484,151,704,success,2024-01-29
1485,139,759,success,2024-02-21
1486,913,3035,failed,2024-02-20
1487,1186,5792,cancelled,2024-01-30
1488,279,5780,success,2024-02-16
1489,52,1796,success,2024-01-05
1490,1873,2220,success,2024-01-04
1491,1783,4484,success,2024-02-19
1492,1438,5371,success,2024-02-15
1493,1466,5735,success,2024-02-28
1494,105,5784,cancelled,2024-01-31
1495,1900,2147,failed,2024-02-11
1496,136,3916,success,2024-02-02
1497,888,796,success,2024-02-18
1498,388,2944,success,2024-01-01
1499,793,4747,success,2024-01-19
1500,1770,2236,success,2024-01-15
1501,1062,2646,success,2024-01-02
1502,929,1107,failed,2024-01-04
1503,1232,1588,success,2024-01-03
1504,1334,1938,success,2024-01-23
1505,1420,2693,success,2024-02-09
1506,685,4081,cancelled,2024-02-29
1507,1195,1076,success,2024-02-12
1508,1940,3786,success,2024-02-22
1509,1854,3941,success,2024-01-06
1510,468,5414,success,2024-01-30
1511,1137,1031,cancelled,2024-01-23
1512,1545,849,success,2024-02-10
1513,956,4082,success,2024-02-18
1514,856,5360,success,2024-01-15
1515,1991,4393,success,2024-02-14
1516,1959,4504,success,2024-02-16
1517,791,4716,success,2024-02-19
1518,781,4657,failed,2024-01-17
1519,1237,1534,cancelled,2024-01-09
1520,453,1053,failed,2024-01-02
1521,1881,1772,success,2024-02-19
1522,1529,3193,failed,2024-02-22
1523,1700,2777,success,2024-02-10
1524,1767,588,cancelled,2024-01-29
1525,262,5036,success,2024-02-20
1526,429,1178,success,2024-02-11
1527,722,3536,failed,2024-02-15
1528,1133,4120,success,2024-01-31
1529,846,3796,success,2024-02-01
1530,567,965,success,2024-02-25
1531,1619,863,failed,2024-02-27
1532,1273,3739,success,2024-01-01
1533,413,918,failed,2024-01-30
1534,1742,3945,success,2024-01-28
1535,1924,1025,failed,2024-01-26
1536,1269,721,success,2024-01-18
1537,1832,5402,success,2024-02-25
1538,956,4128,success,2024-01-01
1539,215,5808,cancelled,2024-02-10
1540,1342,3621,success,2024-02-21
1541,20,4589,failed,2024-02-17
1542,363,4192,cancelled,2024-01-19
1543,1700,4307,success,2024-02-04
1544,1913,4442,failed,2024-02-02
1545,1076,1179,success,2024-01-08
1546,1691,655,success,2024-02-21
1547,1619,3325,success,2024-02-18
1548,688,695,success,2024-01-27
1549,1076,5358,success,2024-02-06
1550,249,5071,success,2024-02-11
1551,1927,5605,success,2024-01-08
1552,860,5525,success,2024-02-25
1553,1891,990,success,2024-02-27
1554,124,2766,success,2024-02-13
1555,1434,5108,success,2024-02-17
1556,154,3906,success,2024-02-01
1557,1205,4417,success,2024-01-19
1558,1807,3921,success,2024-01-30
1559,1734,2804,success,2024-02-29
1560,629,1078,success,2024-02-05
1561,260,4606,failed,2024-02-29
1562,1709,1866,success,2024-01-10
1563,1387,3996,success,2024-02-05
1564,1789,4407,failed,2024-01-16
1565,1989,5924,success,2024-01-03
1566,1198,687,success,2024-01-22
1567,1017,2003,success,2024-02-20
1568,1215,5025,success,2024-01-22
1569,1245,4611,cancelled,2024-01-21
1570,1040,3271,success,2024-01-30
1571,7,4107,success,2024-01-27
1572,1915,1531,success,2024-01-02
1573,485,3042,failed,2024-01-08
1574,1340,1847,cancelled,2024-02-12
1575,746,1425,failed,2024-01-23
1576,1118,808,success,2024-02-08
1577,1753,4066,failed,2024-02-07
1578,35,4136,success,2024-02-10
1579,342,3026,success,2024-02-05
1580,956,2304,success,2024-01-14
1581,1576,713,success,2024-02-22
1582,1895,4730,success,2024-01-31
1583,1165,1475,success,2024-02-26
1584,226,5006,failed,2024-02-16
1585,145,3991,success,2024-02-20
1586,1828,3423,success,2024-01-19
1587,757,1835,success,2024-01-30
1588,1712,5189,failed,2024-01-16
1589,1902,4865,failed,2024-01-12
1590,1243,4980,failed,2024-02-29
1591,743,4614,success,2024-01-24
1592,448,2870,success,2024-02-11
1593,601,1353,success,2024-02-07
1594,6,5596,success,2024-02-01
1595,1467,3045,success,2024-02-19
1596,689,692,failed,2024-01-19
1597,350,5498,success,2024-02-09
1598,1053,1488,cancelled,2024-02-16
1599,40,4386,success,2024-01-05
1600,702,1786,success,2024-02-14
1601,1440,1852,success,2024-02-15
1602,387,2920,success,2024-02-16
1603,38,5731,failed,2024-01-02
1604,676,1510,failed,2024-02-20
1605,1829,3795,success,2024-02-01
1606,1783,4141,cancelled,2024-01-27
1607,488,5983,failed,2024-01-02
1608,152,851,cancelled,2024-02-06
1609,175,3651,success,2024-02-06
1610,725,4501,success,2024-02-26
1611,1754,675,success,2024-01-22
1612,968,5459,success,2024-02-03
1613,820,665,success,2024-01-27
1614,965,923,failed,2024-01-17
1615,1797,1350,success,2024-02-08
1616,1991,2960,success,2024-01-23
